cells	samples	cell.types
cy98_CD45pos_2_S291	Mel98	T.CD8
cy98_CD45pos_1_S225	Mel98	T.cell
cy98_CD45pos_2_S298	Mel98	Macrophage
cy110_CD45neg_CD90neg_S68	Mel110	Mal
cy98_CD45pos_2_S302	Mel98	T.CD8
cy98_CD45pos_2_S337	Mel98	T.CD8
cy103_CD45pos_S225	Mel103	B.cell
cy110_CD45neg_CD90neg_S135	Mel110	Mal
cy103_CD45neg_CD90neg_S60	Mel103	Mal
cy103_CD45neg_CD90neg_S28	Mel103	Mal
cy110_CD45pos_S331	Mel110	Macrophage
cy110_CD45neg_CD90neg_S184	Mel110	Mal
cy103_CD45neg_CD90neg_S68	Mel103	Mal
cy103_CD45neg_CD90neg_S16	Mel103	?
cy110_CD45pos_S297	Mel110	Macrophage
cy103_CD45pos_S282	Mel103	B.cell
cy103_CD45neg_CD90neg_S18	Mel103	Mal
cy110_CD45neg_CD90neg_S190	Mel110	Mal
cy110_CD45pos_S342	Mel110	T.CD8
cy110_CD45pos_S329	Mel110	Macrophage
cy103_CD45pos_S224	Mel103	B.cell
cy110_CD45neg_CD90neg_S120	Mel110	Mal
cy103_CD45neg_CD90neg_S64	Mel103	Mal
cy110_CD45pos_S308	Mel110	T.CD4
cy103_CD45pos_S195	Mel103	Macrophage
cy103_CD45neg_CD90neg_S1	Mel103	Mal
cy103_CD45neg_CD90neg_S30	Mel103	Mal
cy103_CD45pos_S247	Mel103	B.cell
cy110_CD45pos_S358	Mel110	Macrophage
cy110_CD45pos_S313	Mel110	Macrophage
cy103_CD45pos_S278	Mel103	T.cell
cy103_CD45pos_S204	Mel103	B.cell
cy103_CD45neg_CD90neg_S25	Mel103	?
cy110_CD45pos_S332	Mel110	Macrophage
cy103_CD45pos_S222	Mel103	T.CD4
cy103_CD45pos_S220	Mel103	T.CD8
cy103_CD45pos_S265	Mel103	T.CD8
cy103_CD45neg_CD90neg_S77	Mel103	?
cy103_CD45neg_CD90neg_S13	Mel103	Mal
cy103_CD45pos_S196	Mel103	T.CD8
cy103_CD45pos_S268	Mel103	B.cell
cy103_CD45neg_CD90neg_S27	Mel103	?
cy103_CD45neg_CD90neg_S35	Mel103	Mal
cy110_CD45pos_S336	Mel110	Macrophage
cy103_CD45pos_S267	Mel103	T.CD8
cy110_CD45neg_CD90neg_S115	Mel110	Mal
cy110_CD45pos_S352	Mel110	Macrophage
cy103_CD45neg_CD90neg_S45	Mel103	Mal
cy110_CD45pos_S381	Mel110	Macrophage
cy103_CD45neg_CD90neg_S52	Mel103	Mal
cy110_CD45pos_S303	Mel110	Macrophage
cy103_CD45pos_S253	Mel103	T.CD8
cy110_CD45pos_S339	Mel110	Macrophage
cy103_CD45pos_S273	Mel103	Macrophage
cy103_CD45pos_S245	Mel103	T.CD4
cy103_CD45pos_S260	Mel103	B.cell
cy110_CD45neg_CD90neg_S117	Mel110	Mal
cy110_CD45pos_S363	Mel110	Macrophage
cy110_CD45pos_S292	Mel110	T.CD8
cy103_CD45pos_S199	Mel103	B.cell
cy103_CD45pos_S230	Mel103	B.cell
cy103_CD45pos_S249	Mel103	T.CD8
cy110_CD45pos_S326	Mel110	Macrophage
cy103_CD45pos_S250	Mel103	B.cell
cy103_CD45pos_S248	Mel103	T.CD4
cy103_CD45neg_CD90neg_S24	Mel103	Mal
cy103_CD45neg_CD90neg_S11	Mel103	Mal
cy110_CD45pos_S378	Mel110	?
cy110_CD45pos_S370	Mel110	Macrophage
cy110_CD45neg_CD90neg_S132	Mel110	Mal
cy110_CD45neg_CD90neg_S128	Mel110	Mal
cy103_CD45neg_CD90neg_S87	Mel103	Mal
cy103_CD45pos_S229	Mel103	T.CD4
cy103_CD45pos_S285	Mel103	T.CD8
cy103_CD45pos_S264	Mel103	T.CD8
cy103_CD45neg_CD90neg_S94	Mel103	Mal
cy103_CD45neg_CD90neg_S57	Mel103	Mal
cy110_CD45neg_CD90neg_S97	Mel110	Mal
cy110_CD45neg_CD90neg_S123	Mel110	Mal
cy103_CD45neg_CD90neg_S7	Mel103	Mal
cy103_CD45neg_CD90neg_S49	Mel103	Mal
cy103_CD45neg_CD90neg_S58	Mel103	Endo.
cy103_CD45neg_CD90neg_S20	Mel103	Mal
cy110_CD45pos_S290	Mel110	Macrophage
cy103_CD45pos_S238	Mel103	T.CD8
cy103_CD45pos_S209	Mel103	T.cell
cy103_CD45pos_S228	Mel103	T.CD8
cy110_CD45pos_S291	Mel110	Macrophage
cy103_CD45pos_S227	Mel103	T.CD8
cy110_CD45neg_CD90neg_S114	Mel110	Mal
cy110_CD45pos_S354	Mel110	Macrophage
cy110_CD45pos_S300	Mel110	Macrophage
cy103_CD45neg_CD90neg_S79	Mel103	Mal
cy103_CD45neg_CD90neg_S88	Mel103	Mal
cy103_CD45neg_CD90neg_S38	Mel103	Mal
cy103_CD45pos_S275	Mel103	T.CD8
cy103_CD45pos_S244	Mel103	Macrophage
cy110_CD45neg_CD90neg_S110	Mel110	Mal
cy103_CD45pos_S276	Mel103	T.CD8
cy103_CD45neg_CD90neg_S9	Mel103	Mal
cy103_CD45neg_CD90neg_S61	Mel103	Mal
cy103_CD45pos_S235	Mel103	T.cell
cy103_CD45neg_CD90neg_S23	Mel103	Mal
cy103_CD45pos_S252	Mel103	T.CD8
cy110_CD45pos_S296	Mel110	Macrophage
cy103_CD45neg_CD90neg_S78	Mel103	Mal
cy103_CD45pos_S258	Mel103	T.CD4
cy110_CD45pos_S317	Mel110	Macrophage
cy110_CD45pos_S375	Mel110	Macrophage
cy110_CD45pos_S307	Mel110	Macrophage
cy110_CD45neg_CD90neg_S153	Mel110	Mal
cy103_CD45pos_S251	Mel103	B.cell
cy103_CD45neg_CD90neg_S95	Mel103	Mal
cy103_CD45pos_S274	Mel103	Macrophage
cy103_CD45neg_CD90neg_S22	Mel103	Mal
cy103_CD45neg_CD90neg_S51	Mel103	Mal
cy110_CD45pos_S299	Mel110	T.cell
cy110_CD45pos_S314	Mel110	T.cell
cy103_CD45pos_S223	Mel103	B.cell
cy110_CD45neg_CD90neg_S129	Mel110	Mal
cy103_CD45pos_S231	Mel103	B.cell
cy110_CD45pos_S316	Mel110	Macrophage
cy103_CD45neg_CD90neg_S76	Mel103	Mal
cy110_CD45neg_CD90neg_S182	Mel110	Mal
cy103_CD45pos_S226	Mel103	T.CD8
cy110_CD45pos_S334	Mel110	T.CD4
cy103_CD45neg_CD90neg_S80	Mel103	Mal
cy110_CD45neg_CD90neg_S160	Mel110	Mal
cy110_CD45pos_S373	Mel110	B.cell
cy110_CD45neg_CD90neg_S152	Mel110	Mal
cy103_CD45pos_S218	Mel103	B.cell
cy103_CD45pos_S242	Mel103	Macrophage
cy110_CD45neg_CD90neg_S121	Mel110	Mal
cy110_CD45pos_S294	Mel110	T.cell
cy103_CD45pos_S233	Mel103	B.cell
cy103_CD45neg_CD90neg_S43	Mel103	Mal
cy110_CD45neg_CD90neg_S162	Mel110	?
cy103_CD45pos_S203	Mel103	T.CD8
cy103_CD45neg_CD90neg_S63	Mel103	Mal
cy110_CD45neg_CD90neg_S165	Mel110	Mal
cy103_CD45pos_S239	Mel103	B.cell
cy110_CD45neg_CD90neg_S168	Mel110	Mal
cy110_CD45neg_CD90neg_S139	Mel110	Mal
cy110_CD45pos_S293	Mel110	Macrophage
cy103_CD45pos_S234	Mel103	B.cell
cy110_CD45neg_CD90neg_S106	Mel110	Mal
cy103_CD45pos_S279	Mel103	T.CD8
cy110_CD45neg_CD90neg_S138	Mel110	Mal
cy103_CD45pos_S283	Mel103	T.CD8
cy103_CD45neg_CD90neg_S69	Mel103	?
cy103_CD45pos_S217	Mel103	B.cell
cy110_CD45pos_S328	Mel110	Macrophage
cy103_CD45neg_CD90neg_S73	Mel103	Mal
cy110_CD45pos_S338	Mel110	T.CD4
cy110_CD45neg_CD90neg_S157	Mel110	Mal
cy110_CD45pos_S325	Mel110	Macrophage
cy110_CD45pos_S374	Mel110	T.CD4
cy110_CD45pos_S382	Mel110	Macrophage
cy103_CD45pos_S205	Mel103	B.cell
cy103_CD45pos_S272	Mel103	T.CD8
cy103_CD45pos_S246	Mel103	B.cell
cy110_CD45pos_S289	Mel110	Macrophage
cy110_CD45pos_S298	Mel110	Macrophage
cy103_CD45pos_S236	Mel103	B.cell
cy110_CD45pos_S318	Mel110	Macrophage
cy103_CD45pos_S241	Mel103	Macrophage
cy103_CD45neg_CD90neg_S72	Mel103	Mal
cy103_CD45pos_S197	Mel103	B.cell
cy103_CD45pos_S219	Mel103	T.CD8
cy103_CD45pos_S277	Mel103	B.cell
cy110_CD45pos_S355	Mel110	T.CD4
cy110_CD45neg_CD90neg_S161	Mel110	Mal
cy103_CD45neg_CD90neg_S56	Mel103	Mal
cy110_CD45pos_S379	Mel110	Macrophage
cy103_CD45pos_S256	Mel103	B.cell
cy103_CD45neg_CD90neg_S42	Mel103	Mal
cy103_CD45neg_CD90neg_S82	Mel103	Mal
cy110_CD45pos_S366	Mel110	T.CD8
cy103_CD45neg_CD90neg_S3	Mel103	Mal
cy110_CD45neg_CD90neg_S98	Mel110	Mal
cy103_CD45neg_CD90neg_S14	Mel103	?
cy103_CD45neg_CD90neg_S19	Mel103	Mal
cy110_CD45neg_CD90neg_S166	Mel110	Mal
cy103_CD45pos_S266	Mel103	T.CD4
cy110_CD45pos_S302	Mel110	T.CD4
cy110_CD45pos_S310	Mel110	T.CD8
cy103_CD45pos_S213	Mel103	T.cell
cy103_CD45neg_CD90neg_S33	Mel103	Mal
cy110_CD45pos_S330	Mel110	Macrophage
cy110_CD45pos_S376	Mel110	Macrophage
cy103_CD45pos_S200	Mel103	B.cell
cy110_CD45neg_CD90neg_S140	Mel110	Mal
cy110_CD45neg_CD90neg_S169	Mel110	Mal
cy110_CD45neg_CD90neg_S107	Mel110	Mal
cy103_CD45neg_CD90neg_S75	Mel103	Mal
cy110_CD45neg_CD90neg_S118	Mel110	Mal
cy110_CD45pos_S351	Mel110	Macrophage
cy103_CD45neg_CD90neg_S4	Mel103	Mal
cy103_CD45neg_CD90neg_S47	Mel103	Mal
cy103_CD45neg_CD90neg_S89	Mel103	Mal
cy110_CD45pos_S323	Mel110	Macrophage
cy103_CD45pos_S216	Mel103	T.CD4
cy110_CD45neg_CD90neg_S163	Mel110	Mal
cy103_CD45pos_S254	Mel103	B.cell
cy103_CD45neg_CD90neg_S26	Mel103	Mal
cy110_CD45pos_S309	Mel110	Macrophage
cy103_CD45pos_S280	Mel103	T.CD4
cy103_CD45pos_S271	Mel103	T.CD8
cy103_CD45pos_S214	Mel103	Macrophage
cy103_CD45neg_CD90neg_S90	Mel103	Endo.
cy110_CD45neg_CD90neg_S189	Mel110	Mal
cy103_CD45pos_S262	Mel103	B.cell
cy103_CD45neg_CD90neg_S37	Mel103	Mal
cy103_CD45pos_S201	Mel103	B.cell
cy110_CD45pos_S357	Mel110	Macrophage
cy103_CD45neg_CD90neg_S36	Mel103	Mal
cy103_CD45pos_S243	Mel103	T.CD8
cy103_CD45neg_CD90neg_S32	Mel103	Mal
cy103_CD45pos_S194	Mel103	T.CD8
cy103_CD45pos_S232	Mel103	T.CD8
cy110_CD45pos_S337	Mel110	Macrophage
cy103_CD45pos_S198	Mel103	B.cell
cy103_CD45pos_S259	Mel103	T.CD8
cy103_CD45neg_CD90neg_S39	Mel103	Mal
cy103_CD45pos_S257	Mel103	B.cell
cy103_CD45pos_S286	Mel103	T.CD8
cy103_CD45neg_CD90neg_S15	Mel103	Mal
cy103_CD45pos_S221	Mel103	B.cell
cy110_CD45pos_S362	Mel110	Macrophage
cy110_CD45pos_S345	Mel110	Macrophage
cy103_CD45neg_CD90neg_S70	Mel103	Mal
cy103_CD45neg_CD90neg_S44	Mel103	Mal
cy110_CD45neg_CD90neg_S167	Mel110	Mal
cy103_CD45pos_S270	Mel103	T.cell
cy110_CD45neg_CD90neg_S150	Mel110	Mal
cy110_CD45pos_S333	Mel110	T.CD4
cy103_CD45pos_S215	Mel103	T.cell
cy103_CD45neg_CD90neg_S50	Mel103	?
cy103_CD45pos_S212	Mel103	T.CD8
cy103_CD45neg_CD90neg_S71	Mel103	Mal
cy103_CD45pos_S193	Mel103	B.cell
cy110_CD45neg_CD90neg_S103	Mel110	Mal
cy103_CD45pos_S206	Mel103	B.cell
cy110_CD45pos_S350	Mel110	Macrophage
cy103_CD45neg_CD90neg_S85	Mel103	Mal
cy103_CD45pos_S281	Mel103	T.CD8
cy103_CD45pos_S207	Mel103	B.cell
cy110_CD45pos_S315	Mel110	Macrophage
cy103_CD45neg_CD90neg_S21	Mel103	Mal
cy110_CD45neg_CD90neg_S149	Mel110	Mal
cy110_CD45neg_CD90neg_S145	Mel110	Mal
cy103_CD45neg_CD90neg_S55	Mel103	Mal
cy103_CD45neg_CD90neg_S66	Mel103	Mal
cy103_CD45neg_CD90neg_S54	Mel103	Mal
cy110_CD45pos_S347	Mel110	T.CD8
cy103_CD45pos_S240	Mel103	Macrophage
cy103_CD45neg_CD90neg_S46	Mel103	Mal
cy103_CD45neg_CD90neg_S8	Mel103	Mal
cy103_CD45pos_S255	Mel103	B.cell
cy110_CD45pos_S371	Mel110	Macrophage
cy103_CD45neg_CD90neg_S81	Mel103	Mal
cy103_CD45pos_S237	Mel103	T.CD4
cy103_CD45neg_CD90neg_S62	Mel103	Mal
cy110_CD45neg_CD90neg_S147	Mel110	Mal
cy103_CD45neg_CD90neg_S67	Mel103	Mal
cy110_CD45pos_S322	Mel110	Macrophage
cy103_CD45neg_CD90neg_S31	Mel103	Mal
cy103_CD45neg_CD90neg_S12	Mel103	Mal
cy110_CD45pos_S369	Mel110	T.CD8
cy110_CD45pos_S311	Mel110	Macrophage
cy110_CD45neg_CD90neg_S180	Mel110	Mal
cy110_CD45pos_S377	Mel110	T.CD8
cy103_CD45pos_S208	Mel103	T.CD4
cy103_CD45pos_S211	Mel103	B.cell
cy110_CD45pos_S295	Mel110	Macrophage
CY116CD45neg_CD90neg_S284	Mel116	?
CY116CD45neg_CD90neg_S196	Mel116	?
CY106_CD45neg_CD90neg_S341	Mel106	Mal
CY106_CD45neg_CD90neg_S291	Mel106	Mal
CY106_CD45neg_CD90neg_S301	Mel106	Mal
CY106_CD45neg_CD90neg_S378	Mel106	Mal
CY106_CD45neg_CD90neg_S310	Mel106	Mal
CY106_CD45neg_CD90neg_S354	Mel106	Mal
CY106_CD45neg_CD90neg_S292	Mel106	Mal
CY106_CD45neg_CD90neg_S302	Mel106	Mal
CY106_CD45neg_CD90neg_S294	Mel106	Mal
CY106_CD45neg_CD90neg_10cells_S289	Mel106	?
CY106_CD45neg_CD90neg_S374	Mel106	Mal
CY106_CD45neg_CD90neg_S382	Mel106	Mal
CY106_CD45neg_CD90neg_S326	Mel106	Mal
CY106_CD45neg_CD90neg_S297	Mel106	Mal
CY106_CD45neg_CD90neg_S356	Mel106	Mal
CY106_CD45neg_CD90neg_S328	Mel106	Mal
CY106_CD45neg_CD90neg_S338	Mel106	Mal
CY106_CD45neg_CD90neg_S323	Mel106	Mal
CY106_CD45neg_CD90neg_S308	Mel106	Mal
CY106_CD45neg_CD90neg_S344	Mel106	Mal
CY106_CD45neg_CD90neg_S365	Mel106	Mal
CY106_CD45neg_CD90neg_S320	Mel106	Mal
CY106_CD45neg_CD90neg_S327	Mel106	Mal
CY106_CD45neg_CD90neg_S366	Mel106	Mal
MGH00478_CD45pos_1_S211	Mel478	T.CD8
MGH00478_CD45pos_1_S193	Mel478	T.cell
cy126_CD45pos_1_S16	Mel126	T.CD8
MGH00478_CD45pos_2_S353	Mel478	T.cell
cy126_CD45pos_2_S123	Mel126	T.CD8
cy126_CD45pos_1_S1	Mel126	Macrophage
MGH00478_CD45pos_1_S286	Mel478	T.CD8
cy126_CD45pos_2_S155	Mel126	T.CD4
MGH00478_CD45pos_1_S257	Mel478	T.CD4
MGH00478_CD45pos_2_S377	Mel478	T.CD8
MGH00478_CD45pos_1_S279	Mel478	T.CD4
MGH00478_CD45pos_2_S327	Mel478	T.CD8
cy126_CD45pos_1_S88	Mel126	T.CD8
MGH00478_CD45pos_1_S195	Mel478	T.CD4
cy126_CD45pos_2_S134	Mel126	T.CD8
MGH00478_CD45pos_2_S363	Mel478	T.CD4
cy126_CD45pos_1_S79	Mel126	T.CD8
cy126_CD45pos_1_S8	Mel126	T.CD8
MGH00478_CD45pos_1_S210	Mel478	T.CD8
MGH00478_CD45pos_1_S215	Mel478	B.cell
MGH00478_CD45pos_1_S203	Mel478	T.CD4
MGH00478_CD45pos_2_S313	Mel478	T.CD8
MGH00478_CD45pos_1_S234	Mel478	T.CD4
cy126_CD45pos_1_S10	Mel126	T.CD8
MGH00478_CD45pos_1_S282	Mel478	T.CD8
MGH00478_CD45pos_2_S319	Mel478	T.cell
MGH00478_CD45pos_1_S229	Mel478	T.CD8
MGH00478_CD45pos_1_S232	Mel478	T.CD4
MGH00478_CD45pos_2_S292	Mel478	T.CD4
MGH00478_CD45pos_2_S316	Mel478	T.CD4
MGH00478_CD45pos_1_S230	Mel478	B.cell
cy126_CD45pos_2_S117	Mel126	T.CD8
cy126_CD45pos_2_S181	Mel126	T.CD4
MGH00478_CD45pos_1_S214	Mel478	T.CD4
MGH00478_CD45pos_2_S376	Mel478	T.CD4
MGH00478_CD45pos_1_S225	Mel478	T.cell
MGH00478_CD45pos_1_S216	Mel478	T.cell
MGH00478_CD45pos_2_S356	Mel478	B.cell
MGH00478_CD45pos_1_S244	Mel478	T.CD8
MGH00478_CD45pos_2_S289	Mel478	T.cell
MGH00478_CD45pos_1_S287	Mel478	T.CD8
cy126_CD45pos_1_S22	Mel126	B.cell
MGH00478_CD45pos_1_S251	Mel478	T.CD4
MGH00478_CD45pos_2_S324	Mel478	T.CD8
MGH00478_CD45pos_2_S351	Mel478	T.CD8
MGH00478_CD45pos_1_S263	Mel478	T.CD4
MGH00478_CD45pos_2_S379	Mel478	B.cell
cy126_CD45pos_1_S89	Mel126	T.cell
cy126_CD45pos_1_S21	Mel126	T.CD8
MGH00478_CD45pos_2_S320	Mel478	T.cell
cy126_CD45pos_1_S30	Mel126	T.CD8
cy126_CD45pos_1_S66	Mel126	T.cell
cy126_CD45pos_2_S164	Mel126	T.CD8
MGH00478_CD45pos_1_S259	Mel478	T.CD8
MGH00478_CD45pos_1_S201	Mel478	B.cell
MGH00478_CD45pos_1_S231	Mel478	T.CD8
cy126_CD45pos_2_S172	Mel126	T.CD8
MGH00478_CD45pos_2_S368	Mel478	B.cell
MGH00478_CD45pos_1_S260	Mel478	T.CD4
MGH00478_CD45pos_2_S362	Mel478	T.CD4
MGH00478_CD45pos_2_S293	Mel478	B.cell
MGH00478_CD45pos_2_S291	Mel478	T.CD4
cy126_CD45pos_2_S158	Mel126	T.CD4
MGH00478_CD45pos_1_S256	Mel478	T.CD4
MGH00478_CD45pos_2_S328	Mel478	T.cell
cy126_CD45pos_2_S173	Mel126	T.cell
cy126_CD45pos_1_S78	Mel126	T.CD4
MGH00478_CD45pos_2_S312	Mel478	B.cell
MGH00478_CD45pos_2_S332	Mel478	T.cell
MGH00478_CD45pos_2_S344	Mel478	T.cell
cy126_CD45pos_2_S152	Mel126	Macrophage
cy126_CD45pos_1_S28	Mel126	B.cell
MGH00478_CD45pos_2_S369	Mel478	T.CD4
MGH00478_CD45pos_2_S371	Mel478	T.cell
cy126_CD45pos_1_S87	Mel126	T.cell
MGH00478_CD45pos_1_S284	Mel478	T.CD4
MGH00478_CD45pos_2_S339	Mel478	T.CD4
cy126_CD45pos_1_S3	Mel126	T.CD4
MGH00478_CD45pos_2_S373	Mel478	B.cell
MGH00478_CD45pos_2_S374	Mel478	T.CD4
cy126_CD45pos_2_S114	Mel126	NK
MGH00478_CD45pos_2_S350	Mel478	T.CD8
MGH00478_CD45pos_2_S383	Mel478	T.cell
MGH00478_CD45pos_2_S341	Mel478	T.CD8
cy126_CD45pos_2_S130	Mel126	T.CD8
cy126_CD45pos_2_S137	Mel126	T.CD8
MGH00478_CD45pos_1_S202	Mel478	B.cell
MGH00478_CD45pos_2_S340	Mel478	T.cell
MGH00478_CD45pos_2_S337	Mel478	T.CD4
cy126_CD45pos_1_S27	Mel126	T.CD8
cy126_CD45pos_2_S180	Mel126	T.CD8
cy126_CD45pos_2_S175	Mel126	T.CD8
MGH00478_CD45pos_1_S270	Mel478	T.CD4
MGH00478_CD45pos_1_S218	Mel478	T.CD4
MGH00478_CD45pos_1_S196	Mel478	T.CD8
MGH00478_CD45pos_2_S360	Mel478	T.CD4
MGH00478_CD45pos_2_S343	Mel478	B.cell
MGH00478_CD45pos_1_S253	Mel478	T.CD4
MGH00478_CD45pos_2_S301	Mel478	T.CD4
cy126_CD45pos_2_S166	Mel126	T.CD4
MGH00478_CD45pos_1_S219	Mel478	T.CD8
MGH00478_CD45pos_1_S248	Mel478	T.CD8
cy126_CD45pos_2_S177	Mel126	T.CD8
MGH00478_CD45pos_2_S347	Mel478	T.cell
cy126_CD45pos_1_S57	Mel126	T.CD8
MGH00478_CD45pos_1_S264	Mel478	T.cell
cy126_CD45pos_1_S54	Mel126	Macrophage
cy126_CD45pos_2_S190	Mel126	T.CD8
MGH00478_CD45pos_2_S308	Mel478	B.cell
MGH00478_CD45pos_1_S205	Mel478	T.CD4
MGH00478_CD45pos_2_S310	Mel478	T.CD8
cy126_CD45pos_1_S31	Mel126	T.CD4
MGH00478_CD45pos_2_S354	Mel478	B.cell
cy126_CD45pos_1_S39	Mel126	T.CD4
MGH00478_CD45pos_2_S349	Mel478	B.cell
MGH00478_CD45pos_1_S206	Mel478	T.CD4
MGH00478_CD45pos_1_S200	Mel478	T.CD4
cy126_CD45pos_1_S6	Mel126	T.CD8
MGH00478_CD45pos_1_S268	Mel478	T.CD8
MGH00478_CD45pos_2_S370	Mel478	T.CD8
MGH00478_CD45pos_1_S261	Mel478	B.cell
MGH00478_CD45pos_2_S364	Mel478	T.CD8
cy126_CD45pos_2_S185	Mel126	T.CD8
cy126_CD45pos_1_S62	Mel126	T.CD4
MGH00478_CD45pos_2_S380	Mel478	T.cell
MGH00478_CD45pos_1_S224	Mel478	T.CD4
cy126_CD45pos_1_S53	Mel126	Macrophage
cy126_CD45pos_1_S25	Mel126	T.cell
MGH00478_CD45pos_1_S194	Mel478	T.cell
MGH00478_CD45pos_1_S245	Mel478	T.cell
MGH00478_CD45pos_2_S330	Mel478	T.CD8
MGH00478_CD45pos_1_S249	Mel478	B.cell
cy126_CD45pos_2_S132	Mel126	T.CD8
MGH00478_CD45pos_1_S265	Mel478	T.CD8
MGH00478_CD45pos_2_S315	Mel478	T.CD8
MGH00478_CD45pos_1_S227	Mel478	B.cell
MGH00478_CD45pos_2_S338	Mel478	?
MGH00478_CD45pos_1_S212	Mel478	T.CD8
cy126_CD45pos_1_S75	Mel126	T.cell
MGH00478_CD45pos_1_S252	Mel478	T.CD8
MGH00478_CD45pos_2_S381	Mel478	B.cell
cy126_CD45pos_1_S86	Mel126	T.CD8
cy126_CD45pos_1_S49	Mel126	T.CD4
MGH00478_CD45pos_1_S258	Mel478	T.CD4
MGH00478_CD45pos_1_S226	Mel478	T.CD8
MGH00478_CD45pos_1_S223	Mel478	T.cell
cy126_CD45pos_2_S183	Mel126	T.CD8
cy126_CD45pos_1_S56	Mel126	T.CD8
MGH00478_CD45pos_2_S302	Mel478	B.cell
cy126_CD45pos_2_S191	Mel126	Macrophage
cy126_CD45pos_1_S23	Mel126	T.CD8
cy126_CD45pos_2_S135	Mel126	Macrophage
cy126_CD45pos_2_S97	Mel126	Macrophage
cy126_CD45pos_1_S93	Mel126	B.cell
MGH00478_CD45pos_2_S358	Mel478	B.cell
cy126_CD45pos_1_S67	Mel126	T.CD8
cy126_CD45pos_2_S139	Mel126	Macrophage
MGH00478_CD45pos_1_S272	Mel478	T.CD4
MGH00478_CD45pos_1_S278	Mel478	T.CD4
MGH00478_CD45pos_2_S322	Mel478	T.CD8
cy126_CD45pos_1_S90	Mel126	T.CD8
cy126_CD45pos_2_S148	Mel126	Macrophage
cy126_CD45pos_2_S119	Mel126	T.CD8
MGH00478_CD45pos_1_S237	Mel478	T.CD8
MGH00478_CD45pos_2_S345	Mel478	T.cell
MGH00478_CD45pos_1_S285	Mel478	T.CD8
cy126_CD45pos_1_S59	Mel126	T.CD4
MGH00478_CD45pos_1_S255	Mel478	T.cell
MGH00478_CD45pos_1_S197	Mel478	T.CD4
cy126_CD45pos_2_S100	Mel126	T.CD8
MGH00478_CD45pos_2_S306	Mel478	T.CD4
cy126_CD45pos_1_S70	Mel126	?
cy126_CD45pos_2_S108	Mel126	T.CD8
MGH00478_CD45pos_1_S208	Mel478	B.cell
MGH00478_CD45pos_2_S359	Mel478	T.CD8
cy126_CD45pos_1_S81	Mel126	T.CD8
MGH00478_CD45pos_1_S209	Mel478	T.CD4
MGH00478_CD45pos_1_S274	Mel478	NK
MGH00478_CD45pos_2_S372	Mel478	T.cell
MGH00478_CD45pos_1_S238	Mel478	T.cell
cy126_CD45pos_2_S178	Mel126	T.cell
cy126_CD45pos_2_S112	Mel126	T.CD4
cy126_CD45pos_2_S184	Mel126	T.CD8
cy126_CD45pos_2_S182	Mel126	T.CD8
cy126_CD45pos_1_S17	Mel126	Macrophage
cy126_CD45pos_2_S144	Mel126	T.CD8
cy126_CD45pos_2_S160	Mel126	T.CD8
cy126_CD45pos_2_S187	Mel126	T.CD8
MGH00478_CD45pos_2_S303	Mel478	T.CD8
MGH00478_CD45pos_1_S213	Mel478	T.CD8
cy126_CD45pos_2_S174	Mel126	T.CD8
MGH00478_CD45pos_2_S361	Mel478	B.cell
cy126_CD45pos_1_S92	Mel126	T.CD8
MGH00478_CD45pos_2_S307	Mel478	T.cell
MGH00478_CD45pos_1_S266	Mel478	T.CD8
MGH00478_CD45pos_2_S326	Mel478	B.cell
cy126_CD45pos_2_S170	Mel126	T.CD8
cy126_CD45pos_2_S120	Mel126	T.cell
MGH00478_CD45pos_2_S329	Mel478	T.CD4
cy126_CD45pos_1_S36	Mel126	T.CD4
MGH00478_CD45pos_1_S276	Mel478	T.CD8
cy126_CD45pos_1_S48	Mel126	T.CD8
cy126_CD45pos_2_S176	Mel126	Macrophage
MGH00478_CD45pos_1_S243	Mel478	T.CD4
MGH00478_CD45pos_1_S262	Mel478	T.CD4
MGH00478_CD45pos_1_S198	Mel478	T.CD8
cy126_CD45pos_1_S35	Mel126	T.CD8
MGH00478_CD45pos_1_S221	Mel478	T.CD4
MGH00478_CD45pos_2_S382	Mel478	T.CD8
MGH00478_CD45pos_1_S277	Mel478	B.cell
cy126_CD45pos_1_S65	Mel126	T.CD8
cy126_CD45pos_1_S77	Mel126	T.CD8
cy126_CD45pos_1_S12	Mel126	T.CD8
MGH00478_CD45pos_1_S241	Mel478	T.CD8
MGH00478_CD45pos_2_S346	Mel478	T.CD4
cy126_CD45pos_1_S24	Mel126	T.cell
MGH00478_CD45pos_2_S348	Mel478	T.CD4
cy126_CD45pos_1_S80	Mel126	T.CD8
MGH00478_CD45pos_1_S217	Mel478	T.CD8
MGH00478_CD45pos_1_S199	Mel478	T.CD8
MGH00478_CD45pos_2_S309	Mel478	T.cell
MGH00478_CD45pos_2_S367	Mel478	T.CD4
MGH00478_CD45pos_2_S336	Mel478	T.CD8
cy126_CD45pos_2_S129	Mel126	T.CD8
cy126_CD45pos_1_S46	Mel126	T.CD8
MGH00478_CD45pos_1_S273	Mel478	T.CD8
cy126_CD45pos_1_S58	Mel126	T.CD8
cy126_CD45pos_1_S33	Mel126	T.CD8
MGH00478_CD45pos_2_S375	Mel478	T.CD8
MGH00478_CD45pos_1_S236	Mel478	T.CD8
MGH00478_CD45pos_2_S334	Mel478	B.cell
cy126_CD45pos_2_S169	Mel126	T.CD8
