method	class	precision	recall	f1_score	support	specificity	Cell Labels	category	dataset
sccatch	T_CELLS				23149	1	T_CELLS	Immune	Lung
sccatch	Unknown				0	0			Lung
SVM	ALVEOLAR_CELL	0.944731024	0.960299625	0.952451709	1335	0.998513085	ALVEOLAR_CELL	Epithelial	Lung
SVM	BASAL_CELLS	0.90625	0.852941176	0.878787879	68	0.999883962	BASAL_CELLS	Epithelial	Lung
SVM	B_CELLS	0.983974359	0.981795818	0.982883881	4065	0.998637602	B_CELLS	Immune	Lung
SVM	CANCER_CELLS	0.992044229	0.990975216	0.991509434	7424	0.998669703	CANCER_CELLS	Tumour	Lung
SVM	DENDRITIC_CELLS	0.925549915	0.933447099	0.929481733	586	0.99914044	DENDRITIC_CELLS	Immune	Lung
SVM	ENDOTHELIAL_CELL	0.998626374	0.96483079	0.981437732	1507	0.999960213	ENDOTHELIAL_CELL	Endothelial	Lung
SVM	EPITHELIAL_CELLS	0.955223881	0.839895013	0.893854749	381	0.999708137	EPITHELIAL_CELLS	Epithelial	Lung
SVM	ERYTHROBLASTS	1	0.375	0.545454545	8	1	ERYTHROBLASTS	Immune	Lung
SVM	FIBROBLASTS	0.996510816	0.978082192	0.987210508	1460	0.999900626	FIBROBLASTS	Fibroblast	Lung
SVM	GRANULOCYTES	0.881006865	0.807127883	0.842450766	477	0.998986315	GRANULOCYTES	Immune	Lung
SVM	LANGERHANS_CELLS	0.885579937	0.791316527	0.835798817	714	0.998570337	LANGERHANS_CELLS	Immune	Lung
SVM	LYMPHATIC_EC	0.944444444	1	0.971428571	85	0.999903269	LYMPHATIC_EC	Endothelial	Lung
SVM	MACROPHAGES	0.967528489	0.98368008	0.975537435	8027	0.99394258	MACROPHAGES	Immune	Lung
SVM	MAST_CELLS	0.998322148	0.970636215	0.984284533	613	0.999980454	MAST_CELLS	Immune	Lung
SVM	NATURAL_KILLER_CELLS	0.950447761	0.914417002	0.932084309	1741	0.998341128	NATURAL_KILLER_CELLS	Immune	Lung
SVM	SECRETORY_CLUB_CELLS	0.96124031	0.918518519	0.939393939	135	0.999903176	SECRETORY_CLUB_CELLS	Epithelial	Lung
SVM	T_CELLS	0.986374154	0.994427405	0.990384409	23149	0.988891218	T_CELLS	Immune	Lung
SVMrej	ALVEOLAR_CELL	0.9768	0.914606742	0.944680851	1335	0.999425059	ALVEOLAR_CELL	Epithelial	Lung
SVMrej	BASAL_CELLS	0.980769231	0.75	0.85	68	0.99998066	BASAL_CELLS	Epithelial	Lung
SVMrej	B_CELLS	0.993662864	0.964329643	0.978776529	4065	0.999476001	B_CELLS	Immune	Lung
SVMrej	CANCER_CELLS	0.996036085	0.981546336	0.988738128	7424	0.999346125	CANCER_CELLS	Tumour	Lung
SVMrej	DENDRITIC_CELLS	0.97696737	0.868600683	0.919602529	586	0.999765575	DENDRITIC_CELLS	Immune	Lung
SVMrej	ENDOTHELIAL_CELL	1	0.939615129	0.968867602	1507	1	ENDOTHELIAL_CELL	Endothelial	Lung
SVMrej	EPITHELIAL_CELLS	0.962837838	0.748031496	0.841949778	381	0.999785967	EPITHELIAL_CELLS	Epithelial	Lung
SVMrej	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
SVMrej	FIBROBLASTS	0.998551774	0.944520548	0.970784935	1460	0.99996025	FIBROBLASTS	Fibroblast	Lung
SVMrej	GRANULOCYTES	0.957507082	0.708595388	0.814457831	477	0.999707591	GRANULOCYTES	Immune	Lung
SVMrej	LANGERHANS_CELLS	0.953757225	0.693277311	0.802919708	714	0.999529974	LANGERHANS_CELLS	Immune	Lung
SVMrej	LYMPHATIC_EC	1	0.811764706	0.896103896	85	1	LYMPHATIC_EC	Endothelial	Lung
SVMrej	MACROPHAGES	0.982675771	0.968107637	0.975337308	8027	0.996868428	MACROPHAGES	Immune	Lung
SVMrej	MAST_CELLS	1	0.955954323	0.977481234	613	1	MAST_CELLS	Immune	Lung
SVMrej	NATURAL_KILLER_CELLS	0.977124183	0.858701895	0.914093549	1741	0.999300476	NATURAL_KILLER_CELLS	Immune	Lung
SVMrej	SECRETORY_CLUB_CELLS	0.98245614	0.82962963	0.899598394	135	0.99996127	SECRETORY_CLUB_CELLS	Epithelial	Lung
SVMrej	T_CELLS	0.991433763	0.98993477	0.9906837	23149	0.993083211	T_CELLS	Immune	Lung
SVMrej	UNLABELED	0	0	0	0	0.972863351			Lung
RF	ALVEOLAR_CELL	0.890694239	0.903370787	0.896987728	1335	0.997065821	ALVEOLAR_CELL	Epithelial	Lung
RF	BASAL_CELLS	0	0	0	68	1	BASAL_CELLS	Epithelial	Lung
RF	B_CELLS	0.974595268	0.962607626	0.968564356	4065	0.997862083	B_CELLS	Immune	Lung
RF	CANCER_CELLS	0.948607858	0.982085129	0.965056254	7424	0.991093775	CANCER_CELLS	Tumour	Lung
RF	DENDRITIC_CELLS	0.976539589	0.568259386	0.718446602	586	0.999843716	DENDRITIC_CELLS	Immune	Lung
RF	ENDOTHELIAL_CELL	0.95221843	0.925680159	0.938761777	1507	0.998607464	ENDOTHELIAL_CELL	Endothelial	Lung
RF	EPITHELIAL_CELLS	0.988142292	0.656167979	0.788643533	381	0.999941627	EPITHELIAL_CELLS	Epithelial	Lung
RF	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
RF	FIBROBLASTS	0.996257485	0.911643836	0.952074392	1460	0.999900626	FIBROBLASTS	Fibroblast	Lung
RF	GRANULOCYTES	0.972826087	0.375262055	0.541603631	477	0.99990253	GRANULOCYTES	Immune	Lung
RF	LANGERHANS_CELLS	0.942675159	0.414565826	0.575875486	714	0.99964748	LANGERHANS_CELLS	Immune	Lung
RF	LYMPHATIC_EC	1	0.058823529	0.111111111	85	1	LYMPHATIC_EC	Endothelial	Lung
RF	MACROPHAGES	0.891095738	0.994892239	0.940137736	8027	0.977690409	MACROPHAGES	Immune	Lung
RF	MAST_CELLS	1	0.920065253	0.958368734	613	1	MAST_CELLS	Immune	Lung
RF	NATURAL_KILLER_CELLS	0.987841945	0.560022975	0.714809384	1741	0.999760163	NATURAL_KILLER_CELLS	Immune	Lung
RF	SECRETORY_CLUB_CELLS	1	0.192592593	0.322981366	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
RF	T_CELLS	0.951900507	0.998531254	0.974658458	23149	0.959197932	T_CELLS	Immune	Lung
LDA	ALVEOLAR_CELL	0.845763939	0.874906367	0.860088365	1335	0.995777161	ALVEOLAR_CELL	Epithelial	Lung
LDA	BASAL_CELLS	0.728813559	0.632352941	0.677165354	68	0.999690564	BASAL_CELLS	Epithelial	Lung
LDA	B_CELLS	0.941686747	0.961377614	0.95143031	4065	0.994927688	B_CELLS	Immune	Lung
LDA	CANCER_CELLS	0.96607061	0.851427802	0.905133529	7424	0.994994476	CANCER_CELLS	Tumour	Lung
LDA	DENDRITIC_CELLS	0.858638743	0.839590444	0.849007765	586	0.998417629	DENDRITIC_CELLS	Immune	Lung
LDA	ENDOTHELIAL_CELL	0.920415225	0.882548109	0.901084011	1507	0.997712262	ENDOTHELIAL_CELL	Endothelial	Lung
LDA	EPITHELIAL_CELLS	0.911764706	0.732283465	0.812227074	381	0.999474647	EPITHELIAL_CELLS	Epithelial	Lung
LDA	ERYTHROBLASTS	0.1	0.125	0.111111111	8	0.999826144	ERYTHROBLASTS	Immune	Lung
LDA	FIBROBLASTS	0.948717949	0.861643836	0.903086863	1460	0.998648514	FIBROBLASTS	Fibroblast	Lung
LDA	GRANULOCYTES	0.693415638	0.706498952	0.699896158	477	0.997095403	GRANULOCYTES	Immune	Lung
LDA	LANGERHANS_CELLS	0.771159875	0.68907563	0.727810651	714	0.997140675	LANGERHANS_CELLS	Immune	Lung
LDA	LYMPHATIC_EC	0.972222222	0.823529412	0.891719745	85	0.999961308	LYMPHATIC_EC	Endothelial	Lung
LDA	MACROPHAGES	0.931097118	0.957892114	0.944304575	8027	0.986993691	MACROPHAGES	Immune	Lung
LDA	MAST_CELLS	0.971014493	0.983686786	0.977309562	613	0.999648176	MAST_CELLS	Immune	Lung
LDA	NATURAL_KILLER_CELLS	0.898594991	0.844916715	0.870929544	1741	0.996682256	NATURAL_KILLER_CELLS	Immune	Lung
LDA	SECRETORY_CLUB_CELLS	0.848484848	0.82962963	0.838951311	135	0.999612703	SECRETORY_CLUB_CELLS	Epithelial	Lung
LDA	T_CELLS	0.952688707	0.993390643	0.972614038	23149	0.960106197	T_CELLS	Immune	Lung
LDArej	ALVEOLAR_CELL	0.846768337	0.87340824	0.859882006	1335	0.995816812	ALVEOLAR_CELL	Epithelial	Lung
LDArej	BASAL_CELLS	0.728813559	0.632352941	0.677165354	68	0.999690564	BASAL_CELLS	Epithelial	Lung
LDArej	B_CELLS	0.94252596	0.960147601	0.951255179	4065	0.995011528	B_CELLS	Immune	Lung
LDArej	CANCER_CELLS	0.966906695	0.850080819	0.904738012	7424	0.99512976	CANCER_CELLS	Tumour	Lung
LDArej	DENDRITIC_CELLS	0.858638743	0.839590444	0.849007765	586	0.998417629	DENDRITIC_CELLS	Immune	Lung
LDArej	ENDOTHELIAL_CELL	0.920415225	0.882548109	0.901084011	1507	0.997712262	ENDOTHELIAL_CELL	Endothelial	Lung
LDArej	EPITHELIAL_CELLS	0.911764706	0.732283465	0.812227074	381	0.999474647	EPITHELIAL_CELLS	Epithelial	Lung
LDArej	ERYTHROBLASTS	0.1	0.125	0.111111111	8	0.999826144	ERYTHROBLASTS	Immune	Lung
LDArej	FIBROBLASTS	0.948717949	0.861643836	0.903086863	1460	0.998648514	FIBROBLASTS	Fibroblast	Lung
LDArej	GRANULOCYTES	0.695652174	0.704402516	0.7	477	0.997134391	GRANULOCYTES	Immune	Lung
LDArej	LANGERHANS_CELLS	0.772370487	0.68907563	0.728349371	714	0.997160259	LANGERHANS_CELLS	Immune	Lung
LDArej	LYMPHATIC_EC	0.972222222	0.823529412	0.891719745	85	0.999961308	LYMPHATIC_EC	Endothelial	Lung
LDArej	MACROPHAGES	0.932524272	0.957269216	0.944734739	8027	0.987290848	MACROPHAGES	Immune	Lung
LDArej	MAST_CELLS	0.971014493	0.983686786	0.977309562	613	0.999648176	MAST_CELLS	Immune	Lung
LDArej	NATURAL_KILLER_CELLS	0.898897059	0.842619184	0.869848799	1741	0.996702242	NATURAL_KILLER_CELLS	Immune	Lung
LDArej	SECRETORY_CLUB_CELLS	0.848484848	0.82962963	0.838951311	135	0.999612703	SECRETORY_CLUB_CELLS	Epithelial	Lung
LDArej	T_CELLS	0.953625353	0.993131453	0.972977548	23149	0.960944596	T_CELLS	Immune	Lung
LDArej	UNLABELED	0	0	0	0	0.998338967			Lung
NMC	ALVEOLAR_CELL	0.97473997	0.491385768	0.653386454	1335	0.999662966	ALVEOLAR_CELL	Epithelial	Lung
NMC	BASAL_CELLS	0.803921569	0.602941176	0.68907563	68	0.999806603	BASAL_CELLS	Epithelial	Lung
NMC	B_CELLS	0.76291866	0.784501845	0.773559733	4065	0.979228673	B_CELLS	Immune	Lung
NMC	CANCER_CELLS	0.967733542	0.500942888	0.660157983	7424	0.997204122	CANCER_CELLS	Tumour	Lung
NMC	DENDRITIC_CELLS	0.151301518	0.476109215	0.22962963	586	0.969427025	DENDRITIC_CELLS	Immune	Lung
NMC	ENDOTHELIAL_CELL	0.782866836	0.612475116	0.687267312	1507	0.994907297	ENDOTHELIAL_CELL	Endothelial	Lung
NMC	EPITHELIAL_CELLS	0.901694915	0.69816273	0.786982249	381	0.999435732	EPITHELIAL_CELLS	Epithelial	Lung
NMC	ERYTHROBLASTS	0.003659652	1	0.007292616	8	0.957926865	ERYTHROBLASTS	Immune	Lung
NMC	FIBROBLASTS	0.998846597	0.593150685	0.744305973	1460	0.999980125	FIBROBLASTS	Fibroblast	Lung
NMC	GRANULOCYTES	0.168359942	0.729559748	0.273584906	477	0.966489922	GRANULOCYTES	Immune	Lung
NMC	LANGERHANS_CELLS	0.249201278	0.655462185	0.361111111	714	0.97238597	LANGERHANS_CELLS	Immune	Lung
NMC	LYMPHATIC_EC	0.167701863	0.635294118	0.265356265	85	0.994815245	LYMPHATIC_EC	Endothelial	Lung
NMC	MACROPHAGES	0.985067769	0.534197085	0.69273021	8027	0.998514218	MACROPHAGES	Immune	Lung
NMC	MAST_CELLS	0.99257885	0.872756933	0.928819444	613	0.999921817	MAST_CELLS	Immune	Lung
NMC	NATURAL_KILLER_CELLS	0.339738176	0.924181505	0.496834954	1741	0.937502498	NATURAL_KILLER_CELLS	Immune	Lung
NMC	SECRETORY_CLUB_CELLS	0.682758621	0.733333333	0.707142857	135	0.999109218	SECRETORY_CLUB_CELLS	Epithelial	Lung
NMC	T_CELLS	0.851439183	0.831871787	0.841541756	23149	0.882624188	T_CELLS	Immune	Lung
kNN9	ALVEOLAR_CELL	0.888728324	0.921348315	0.904744391	1335	0.996946868	ALVEOLAR_CELL	Epithelial	Lung
kNN9	BASAL_CELLS	1	0.426470588	0.597938144	68	1	BASAL_CELLS	Epithelial	Lung
kNN9	B_CELLS	0.902941176	0.981795818	0.940718916	4065	0.991008174	B_CELLS	Immune	Lung
kNN9	CANCER_CELLS	0.988048916	0.957704741	0.972640219	7424	0.998060923	CANCER_CELLS	Tumour	Lung
kNN9	DENDRITIC_CELLS	0.892430279	0.764505119	0.823529412	586	0.998945086	DENDRITIC_CELLS	Immune	Lung
kNN9	ENDOTHELIAL_CELL	0.994962217	0.786330458	0.878428466	1507	0.99988064	ENDOTHELIAL_CELL	Endothelial	Lung
kNN9	EPITHELIAL_CELLS	0.99543379	0.572178478	0.726666667	381	0.999980542	EPITHELIAL_CELLS	Epithelial	Lung
kNN9	ERYTHROBLASTS	0.384615385	0.625	0.476190476	8	0.999845461	ERYTHROBLASTS	Immune	Lung
kNN9	FIBROBLASTS	0.989507667	0.839726027	0.908484624	1460	0.999741628	FIBROBLASTS	Fibroblast	Lung
kNN9	GRANULOCYTES	0.737614679	0.842767296	0.786692759	477	0.997212367	GRANULOCYTES	Immune	Lung
kNN9	LANGERHANS_CELLS	0.93764988	0.547619048	0.691423519	714	0.999490805	LANGERHANS_CELLS	Immune	Lung
kNN9	LYMPHATIC_EC	1	0.517647059	0.682170543	85	1	LYMPHATIC_EC	Endothelial	Lung
kNN9	MACROPHAGES	0.934324807	0.978323159	0.955817916	8027	0.98738228	MACROPHAGES	Immune	Lung
kNN9	MAST_CELLS	0.998263889	0.938009788	0.967199327	613	0.999980454	MAST_CELLS	Immune	Lung
kNN9	NATURAL_KILLER_CELLS	0.955766193	0.347501436	0.50968829	1741	0.999440381	NATURAL_KILLER_CELLS	Immune	Lung
kNN9	SECRETORY_CLUB_CELLS	0.88976378	0.837037037	0.86259542	135	0.999728892	SECRETORY_CLUB_CELLS	Epithelial	Lung
kNN9	T_CELLS	0.925951278	0.993390643	0.958486162	23149	0.935757703	T_CELLS	Immune	Lung
ACTINN	ALVEOLAR_CELL	0.955691367	0.937078652	0.946293495	1335	0.998850119	ALVEOLAR_CELL	Epithelial	Lung
ACTINN	BASAL_CELLS	0.93220339	0.808823529	0.866141732	68	0.999922641	BASAL_CELLS	Epithelial	Lung
ACTINN	B_CELLS	0.981755424	0.979581796	0.980667405	4065	0.998448962	B_CELLS	Immune	Lung
ACTINN	CANCER_CELLS	0.991767881	0.989897629	0.990831873	7424	0.998624608	CANCER_CELLS	Tumour	Lung
ACTINN	DENDRITIC_CELLS	0.916527546	0.936860068	0.926582278	586	0.999023228	DENDRITIC_CELLS	Immune	Lung
ACTINN	ENDOTHELIAL_CELL	0.995873453	0.96084937	0.978047957	1507	0.99988064	ENDOTHELIAL_CELL	Endothelial	Lung
ACTINN	EPITHELIAL_CELLS	0.878865979	0.895013123	0.88686606	381	0.999085496	EPITHELIAL_CELLS	Epithelial	Lung
ACTINN	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
ACTINN	FIBROBLASTS	0.991614256	0.971917808	0.981667243	1460	0.999761503	FIBROBLASTS	Fibroblast	Lung
ACTINN	GRANULOCYTES	0.868544601	0.775681342	0.819490587	477	0.99890834	GRANULOCYTES	Immune	Lung
ACTINN	LANGERHANS_CELLS	0.858197932	0.81372549	0.835370237	714	0.998119896	LANGERHANS_CELLS	Immune	Lung
ACTINN	LYMPHATIC_EC	0.94047619	0.929411765	0.934911243	85	0.999903269	LYMPHATIC_EC	Endothelial	Lung
ACTINN	MACROPHAGES	0.970246914	0.979070637	0.974638804	8027	0.994491177	MACROPHAGES	Immune	Lung
ACTINN	MAST_CELLS	0.998305085	0.960848287	0.97921862	613	0.999980454	MAST_CELLS	Immune	Lung
ACTINN	NATURAL_KILLER_CELLS	0.944477259	0.918437679	0.93127548	1741	0.998121278	NATURAL_KILLER_CELLS	Immune	Lung
ACTINN	SECRETORY_CLUB_CELLS	0.952	0.881481481	0.915384615	135	0.999883811	SECRETORY_CLUB_CELLS	Epithelial	Lung
ACTINN	T_CELLS	0.984854967	0.994427405	0.989618038	23149	0.98763362	T_CELLS	Immune	Lung
scVI	ALVEOLAR_CELL	0.756210283	0.980524345	0.853881279	1335	0.991633624	ALVEOLAR_CELL	Epithelial	Lung
scVI	BASAL_CELLS	0	0	0	68	1	BASAL_CELLS	Epithelial	Lung
scVI	B_CELLS	0.951428571	0.98302583	0.966969147	4065	0.995724167	B_CELLS	Immune	Lung
scVI	CANCER_CELLS	0.992450795	0.991648707	0.992049589	7424	0.998737345	CANCER_CELLS	Tumour	Lung
scVI	DENDRITIC_CELLS	0.608815427	0.377133106	0.465753425	586	0.997225967	DENDRITIC_CELLS	Immune	Lung
scVI	ENDOTHELIAL_CELL	0.93836478	0.99004645	0.963513077	1507	0.99805045	ENDOTHELIAL_CELL	Endothelial	Lung
scVI	EPITHELIAL_CELLS	0.907514451	0.412073491	0.566787004	381	0.99968868	EPITHELIAL_CELLS	Epithelial	Lung
scVI	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
scVI	FIBROBLASTS	0.984993179	0.989041096	0.987012987	1460	0.999562755	FIBROBLASTS	Fibroblast	Lung
scVI	GRANULOCYTES	0.918604651	0.165618449	0.280639432	477	0.999863542	GRANULOCYTES	Immune	Lung
scVI	LANGERHANS_CELLS	0.753665689	0.359943978	0.487203791	714	0.998354909	LANGERHANS_CELLS	Immune	Lung
scVI	LYMPHATIC_EC	0	0	0	85	1	LYMPHATIC_EC	Endothelial	Lung
scVI	MACROPHAGES	0.897033946	0.990905693	0.941636084	8027	0.979130475	MACROPHAGES	Immune	Lung
scVI	MAST_CELLS	0.991869919	0.995106036	0.993485342	613	0.999902271	MAST_CELLS	Immune	Lung
scVI	NATURAL_KILLER_CELLS	0.93957346	0.910970706	0.925051035	1741	0.997961386	NATURAL_KILLER_CELLS	Immune	Lung
scVI	SECRETORY_CLUB_CELLS	0	0	0	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
scVI	T_CELLS	0.987864182	0.991619508	0.989738283	23149	0.990148816	T_CELLS	Immune	Lung
Cell_BLAST	ALVEOLAR_CELL	0.929017161	0.892134831	0.910202522	1335	0.998195876	ALVEOLAR_CELL	Epithelial	Lung
Cell_BLAST	BASAL_CELLS	0.918918919	0.5	0.647619048	68	0.999941981	BASAL_CELLS	Epithelial	Lung
Cell_BLAST	B_CELLS	0.984102952	0.959409594	0.971599402	4065	0.998679522	B_CELLS	Immune	Lung
Cell_BLAST	CANCER_CELLS	0.992891319	0.978313578	0.985548545	7424	0.998827535	CANCER_CELLS	Tumour	Lung
Cell_BLAST	DENDRITIC_CELLS	0.856707317	0.479522184	0.61487965	586	0.999081834	DENDRITIC_CELLS	Immune	Lung
Cell_BLAST	ENDOTHELIAL_CELL	0.969410051	0.883211679	0.924305556	1507	0.999164478	ENDOTHELIAL_CELL	Endothelial	Lung
Cell_BLAST	EPITHELIAL_CELLS	0.895384615	0.763779528	0.824362606	381	0.999338444	EPITHELIAL_CELLS	Epithelial	Lung
Cell_BLAST	ERYTHROBLASTS	0	0	0	8	0.999980683	ERYTHROBLASTS	Immune	Lung
Cell_BLAST	FIBROBLASTS	0.956585725	0.890410959	0.922312877	1460	0.998827387	FIBROBLASTS	Fibroblast	Lung
Cell_BLAST	GRANULOCYTES	0.879154079	0.610062893	0.72029703	477	0.999220243	GRANULOCYTES	Immune	Lung
Cell_BLAST	LANGERHANS_CELLS	0.854304636	0.542016807	0.663239075	714	0.998707428	LANGERHANS_CELLS	Immune	Lung
Cell_BLAST	LYMPHATIC_EC	0.5	0.011764706	0.022988506	85	0.999980654	LYMPHATIC_EC	Endothelial	Lung
Cell_BLAST	MACROPHAGES	0.955779388	0.969353432	0.962518555	8027	0.991771052	MACROPHAGES	Immune	Lung
Cell_BLAST	MAST_CELLS	0.981308411	0.856443719	0.914634146	613	0.999804542	MAST_CELLS	Immune	Lung
Cell_BLAST	NATURAL_KILLER_CELLS	0.899569584	0.720275704	0.8	1741	0.997201903	NATURAL_KILLER_CELLS	Immune	Lung
Cell_BLAST	SECRETORY_CLUB_CELLS	0.928571429	0.577777778	0.712328767	135	0.999883811	SECRETORY_CLUB_CELLS	Epithelial	Lung
Cell_BLAST	T_CELLS	0.967729673	0.989718778	0.978600718	23149	0.973310976	T_CELLS	Immune	Lung
Cell_BLAST	UNLABELED	0	0	0	0	0.977267021			Lung
SingleCellNet	ALVEOLAR_CELL	0.925361767	0.91011236	0.917673716	1335	0.998057098	ALVEOLAR_CELL	Epithelial	Lung
SingleCellNet	BASAL_CELLS	0.977272727	0.632352941	0.767857143	68	0.99998066	BASAL_CELLS	Epithelial	Lung
SingleCellNet	B_CELLS	0.978574988	0.966297663	0.972397574	4065	0.998197443	B_CELLS	Immune	Lung
SingleCellNet	CANCER_CELLS	0.970513336	0.975350216	0.972925764	7424	0.995039571	CANCER_CELLS	Tumour	Lung
SingleCellNet	DENDRITIC_CELLS	0.959266802	0.803754266	0.874651811	586	0.999609291	DENDRITIC_CELLS	Immune	Lung
SingleCellNet	ENDOTHELIAL_CELL	0.991620112	0.942269409	0.966315073	1507	0.99976128	ENDOTHELIAL_CELL	Endothelial	Lung
SingleCellNet	EPITHELIAL_CELLS	0.953642384	0.755905512	0.843338214	381	0.999727595	EPITHELIAL_CELLS	Epithelial	Lung
SingleCellNet	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
SingleCellNet	FIBROBLASTS	0.994890511	0.933561644	0.963250883	1460	0.999860876	FIBROBLASTS	Fibroblast	Lung
SingleCellNet	GRANULOCYTES	0.945686901	0.620545073	0.749367089	477	0.999668603	GRANULOCYTES	Immune	Lung
SingleCellNet	LANGERHANS_CELLS	0.941666667	0.633053221	0.757118928	714	0.999451636	LANGERHANS_CELLS	Immune	Lung
SingleCellNet	LYMPHATIC_EC	1	0.858823529	0.924050633	85	1	LYMPHATIC_EC	Endothelial	Lung
SingleCellNet	MACROPHAGES	0.93330202	0.990158216	0.960889802	8027	0.987016549	MACROPHAGES	Immune	Lung
SingleCellNet	MAST_CELLS	1	0.962479608	0.980881131	613	1	MAST_CELLS	Immune	Lung
SingleCellNet	NATURAL_KILLER_CELLS	0.948867314	0.842044802	0.892270237	1741	0.998421074	NATURAL_KILLER_CELLS	Immune	Lung
SingleCellNet	SECRETORY_CLUB_CELLS	1	0.777777778	0.875	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
SingleCellNet	T_CELLS	0.971381607	0.995593762	0.983338667	23149	0.976280305	T_CELLS	Immune	Lung
LAmbDA	ALVEOLAR_CELL	0.750401284	0.700374532	0.724525378	1335	0.993834259	ALVEOLAR_CELL	Epithelial	Lung
LAmbDA	BASAL_CELLS	0.6	0.573529412	0.586466165	68	0.999497167	BASAL_CELLS	Epithelial	Lung
LAmbDA	B_CELLS	0.834387444	0.876260763	0.854811615	4065	0.985181304	B_CELLS	Immune	Lung
LAmbDA	CANCER_CELLS	0.924882014	0.950296336	0.937416955	7424	0.987080336	CANCER_CELLS	Tumour	Lung
LAmbDA	DENDRITIC_CELLS	0.516886931	0.600682594	0.555643252	586	0.993572838	DENDRITIC_CELLS	Immune	Lung
LAmbDA	ENDOTHELIAL_CELL	0.531517094	0.660252157	0.588931637	1507	0.982553513	ENDOTHELIAL_CELL	Endothelial	Lung
LAmbDA	EPITHELIAL_CELLS	0.533707865	0.748031496	0.62295082	381	0.995155076	EPITHELIAL_CELLS	Epithelial	Lung
LAmbDA	ERYTHROBLASTS	0	0	0	8	0.999922731	ERYTHROBLASTS	Immune	Lung
LAmbDA	FIBROBLASTS	0.516645327	0.552739726	0.534083388	1460	0.984994534	FIBROBLASTS	Fibroblast	Lung
LAmbDA	GRANULOCYTES	0.384536082	0.78197065	0.515549413	477	0.988362119	GRANULOCYTES	Immune	Lung
LAmbDA	LANGERHANS_CELLS	0.428785607	0.801120448	0.55859375	714	0.985076673	LANGERHANS_CELLS	Immune	Lung
LAmbDA	LYMPHATIC_EC	0.113879004	0.376470588	0.174863388	85	0.995182821	LYMPHATIC_EC	Endothelial	Lung
LAmbDA	MACROPHAGES	0.970757707	0.839541547	0.900394148	8027	0.995359788	MACROPHAGES	Immune	Lung
LAmbDA	MAST_CELLS	0.378151261	0.807504078	0.51508845	613	0.984089754	MAST_CELLS	Immune	Lung
LAmbDA	NATURAL_KILLER_CELLS	0.172453838	0.85295807	0.286901082	1741	0.857576848	NATURAL_KILLER_CELLS	Immune	Lung
LAmbDA	SECRETORY_CLUB_CELLS	0.439393939	0.644444444	0.522522523	135	0.997850503	SECRETORY_CLUB_CELLS	Epithelial	Lung
LAmbDA	T_CELLS	0.962155722	0.593070975	0.733817949	23149	0.98113603	T_CELLS	Immune	Lung
scPred	ALVEOLAR_CELL	0.984520124	0.952808989	0.968405025	1335	0.999603489	ALVEOLAR_CELL	Epithelial	Lung
scPred	BASAL_CELLS	0.949152542	0.823529412	0.881889764	68	0.999941981	BASAL_CELLS	Epithelial	Lung
scPred	B_CELLS	0.987437186	0.966789668	0.977004351	4065	0.998952002	B_CELLS	Immune	Lung
scPred	CANCER_CELLS	0.992526158	0.983836207	0.988162078	7424	0.998759893	CANCER_CELLS	Tumour	Lung
scPred	DENDRITIC_CELLS	0.945652174	0.890784983	0.917398946	586	0.999413937	DENDRITIC_CELLS	Immune	Lung
scPred	ENDOTHELIAL_CELL	0.99393531	0.97876576	0.98629221	1507	0.99982096	ENDOTHELIAL_CELL	Endothelial	Lung
scPred	EPITHELIAL_CELLS	0.955752212	0.850393701	0.9	381	0.999708137	EPITHELIAL_CELLS	Epithelial	Lung
scPred	ERYTHROBLASTS	0.666666667	0.5	0.571428571	8	0.999961365	ERYTHROBLASTS	Immune	Lung
scPred	FIBROBLASTS	0.98815331	0.971232877	0.979620035	1460	0.999662129	FIBROBLASTS	Fibroblast	Lung
scPred	GRANULOCYTES	0.925	0.775681342	0.843785633	477	0.999415182	GRANULOCYTES	Immune	Lung
scPred	LANGERHANS_CELLS	0.948844884	0.805322129	0.871212121	714	0.999392883	LANGERHANS_CELLS	Immune	Lung
scPred	LYMPHATIC_EC	0.987951807	0.964705882	0.976190476	85	0.999980654	LYMPHATIC_EC	Endothelial	Lung
scPred	MACROPHAGES	0.984984227	0.972467921	0.978686058	8027	0.997279876	MACROPHAGES	Immune	Lung
scPred	MAST_CELLS	0.998341625	0.982055465	0.990131579	613	0.999980454	MAST_CELLS	Immune	Lung
scPred	NATURAL_KILLER_CELLS	0.950850662	0.866743251	0.906850962	1741	0.99844106	NATURAL_KILLER_CELLS	Immune	Lung
scPred	SECRETORY_CLUB_CELLS	1	0.903703704	0.949416342	135	1	SECRETORY_CLUB_CELLS	Epithelial	Lung
scPred	T_CELLS	0.986897864	0.985917318	0.986407347	23149	0.989415217	T_CELLS	Immune	Lung
