gsm,altAnalyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category,x,cell,paper
GSM2246501,1,2,7,7,1,6,12,2,2,80,26,38,1,5,1,6,Neoplastic,Tumour,GSM2246501_1001000250.C10.csv,1001000250.C10,5
GSM2246502,1,2,7,7,1,4,12,2,8,69,78,39,1,14,2,15,Immune cell,Immune,GSM2246502_1001000250.H6.csv,1001000250.H6,7
GSM2246503,1,2,5,11,2,1,24,25,8,1,0,38,1,9,1,11,Neoplastic,Tumour,GSM2246503_1001000250.B1.csv,1001000250.B1,5
GSM2246504,3,2,5,7,1,4,24,8,4,1,39,38,7,5,1,11,Neoplastic,Tumour,GSM2246504_1001000250.G2.csv,1001000250.G2,5
GSM2246505,1,2,7,7,1,4,12,2,2,53,69,39,1,14,2,15,Neoplastic,Tumour,GSM2246505_1001000250.A6.csv,1001000250.A6,5
GSM2246506,5,2,7,7,1,5,12,2,4,64,57,39,1,14,2,5,Neoplastic,Tumour,GSM2246506_1001000250.F9.csv,1001000250.F9,5
GSM2246507,1,3,7,7,1,4,12,2,8,74,0,39,1,14,2,15,Neoplastic,Tumour,GSM2246507_1001000250.E4.csv,1001000250.E4,5
GSM2246508,1,2,7,7,1,5,12,2,1,75,0,39,1,14,2,15,Neoplastic,Tumour,GSM2246508_1001000250.C4.csv,1001000250.C4,5
GSM2246509,3,2,7,7,1,5,12,2,2,65,0,39,1,14,2,15,Neoplastic,Tumour,GSM2246509_1001000250.H4.csv,1001000250.H4,5
GSM2246510,1,2,7,7,1,1,12,2,8,1,18,38,1,5,1,15,Neoplastic,Tumour,GSM2246510_1001000251.C10.csv,1001000251.C10,5
GSM2246511,1,2,5,6,2,1,24,19,8,1,2,38,1,5,1,5,Neoplastic,Tumour,GSM2246511_1001000251.F5.csv,1001000251.F5,5
GSM2246512,5,2,7,7,1,1,12,19,4,4,71,38,1,5,2,5,Neoplastic,Tumour,GSM2246512_1001000251.B12.csv,1001000251.B12,5
GSM2246513,1,2,5,7,1,5,24,8,8,24,26,38,10,5,1,11,Neoplastic,Tumour,GSM2246513_1001000252.B2.csv,1001000252.B2,5
GSM2246514,1,2,7,7,1,1,5,19,2,9,3,27,2,6,8,11,Neoplastic,Tumour,GSM2246514_1001000252.G6.csv,1001000252.G6,5
GSM2246515,1,2,7,4,1,1,12,2,2,44,71,39,1,14,2,9,Neoplastic,Tumour,GSM2246515_1001000252.D5.csv,1001000252.D5,5
GSM2246516,1,2,5,7,1,5,24,8,2,4,26,38,5,5,1,11,Neoplastic,Tumour,GSM2246516_1001000252.A6.csv,1001000252.A6,5
GSM2246517,1,2,5,8,1,1,24,8,8,4,18,38,5,5,1,2,Neoplastic,Tumour,GSM2246517_1001000252.H3.csv,1001000252.H3,5
GSM2246518,1,2,5,7,1,5,24,8,8,24,26,38,10,5,1,11,Neoplastic,Tumour,GSM2246518_1001000252.B1.csv,1001000252.B1,5
GSM2246519,1,2,5,7,1,5,24,19,8,1,3,38,10,5,1,5,Neoplastic,Tumour,GSM2246519_1001000252.C6.csv,1001000252.C6,5
GSM2246520,1,2,7,4,1,1,12,2,8,9,18,39,1,14,2,11,Neoplastic,Tumour,GSM2246520_1001000252.G9.csv,1001000252.G9,5
GSM2246521,1,2,5,6,2,1,24,19,8,1,2,38,2,5,1,3,Neoplastic,Tumour,GSM2246521_1001000252.G12.csv,1001000252.G12,5
GSM2246522,1,2,5,6,2,1,24,19,8,1,12,38,2,5,1,4,Neoplastic,Tumour,GSM2246522_1001000252.A12.csv,1001000252.A12,5
GSM2246523,1,6,5,6,2,6,23,7,7,12,42,37,14,12,2,3,Astocyte,Brain,GSM2246523_1001000253.G6.csv,1001000253.G6,4
GSM2246524,1,2,5,6,2,1,24,19,8,1,8,38,1,5,1,3,Neoplastic,Tumour,GSM2246524_1001000253.B5.csv,1001000253.B5,5
GSM2246525,1,6,5,6,5,6,23,2,7,12,6,37,1,12,2,15,Astocyte,Brain,GSM2246525_1001000253.H2.csv,1001000253.H2,4
GSM2246526,1,2,5,6,2,1,24,4,8,4,24,38,2,5,1,3,Neoplastic,Tumour,GSM2246526_1001000253.F6.csv,1001000253.F6,5
GSM2246527,1,6,5,6,2,6,23,30,7,12,8,37,14,12,2,3,Astocyte,Brain,GSM2246527_1001000253.B11.csv,1001000253.B11,4
GSM2246528,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246528_1001000253.H11.csv,1001000253.H11,2
GSM2246529,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246529_1001000253.H9.csv,1001000253.H9,2
GSM2246530,1,4,4,3,5,7,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246530_1001000253.A10.csv,1001000253.A10,2
GSM2246531,1,6,5,6,2,6,23,30,8,1,2,37,14,12,2,3,Astocyte,Brain,GSM2246531_1001000253.E5.csv,1001000253.E5,4
GSM2246532,1,4,4,3,5,1,18,28,1,2,8,18,4,4,3,10,OPC,Brain,GSM2246532_1001000253.H7.csv,1001000253.H7,2
GSM2246533,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246533_1001000253.E12.csv,1001000253.E12,4
GSM2246534,1,2,5,6,2,1,24,30,8,4,46,38,2,5,2,3,Neoplastic,Tumour,GSM2246534_1001000253.B1.csv,1001000253.B1,5
GSM2246535,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246535_1001000253.G12.csv,1001000253.G12,4
GSM2246536,1,4,4,3,5,7,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246536_1001000253.D6.csv,1001000253.D6,2
GSM2246537,1,4,4,3,5,1,18,25,1,2,2,18,1,4,3,7,OPC,Brain,GSM2246537_1001000253.F9.csv,1001000253.F9,2
GSM2246538,1,2,5,6,2,1,24,30,7,4,6,5,2,5,2,3,Astocyte,Brain,GSM2246538_1001000253.E9.csv,1001000253.E9,4
GSM2246539,1,2,5,8,2,1,24,4,8,9,25,38,2,5,1,11,Neoplastic,Tumour,GSM2246539_1001000253.A9.csv,1001000253.A9,5
GSM2246540,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246540_1001000253.H5.csv,1001000253.H5,4
GSM2246541,1,2,5,6,2,1,24,30,8,2,2,38,2,5,1,3,Neoplastic,Tumour,GSM2246541_1001000253.G2.csv,1001000253.G2,5
GSM2246542,1,4,4,3,2,1,22,25,8,2,2,17,4,4,3,7,OPC,Brain,GSM2246542_1001000253.F11.csv,1001000253.F11,2
GSM2246543,1,4,4,3,5,1,18,25,1,2,8,18,4,4,3,7,OPC,Brain,GSM2246543_1001000253.B7.csv,1001000253.B7,2
GSM2246544,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246544_1001000253.A7.csv,1001000253.A7,2
GSM2246545,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246545_1001000253.H1.csv,1001000253.H1,4
GSM2246546,1,2,5,6,2,1,24,4,8,2,24,38,1,5,1,3,Neoplastic,Tumour,GSM2246546_1001000253.A11.csv,1001000253.A11,5
GSM2246547,1,6,7,6,2,6,12,2,8,1,0,37,14,12,2,5,Astocyte,Brain,GSM2246547_1001000253.E4.csv,1001000253.E4,4
GSM2246548,1,4,4,3,5,1,18,28,1,2,8,18,4,4,3,7,OPC,Brain,GSM2246548_1001000253.D9.csv,1001000253.D9,2
GSM2246549,1,2,5,6,2,1,24,30,1,2,69,38,2,5,1,3,Neoplastic,Tumour,GSM2246549_1001000253.F7.csv,1001000253.F7,5
GSM2246550,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246550_1001000253.D8.csv,1001000253.D8,4
GSM2246551,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246551_1001000253.B6.csv,1001000253.B6,2
GSM2246552,1,6,5,6,2,6,23,30,7,12,69,37,14,12,2,3,Astocyte,Brain,GSM2246552_1001000253.C10.csv,1001000253.C10,4
GSM2246553,1,2,5,6,2,1,24,30,8,4,9,38,2,5,1,3,Neoplastic,Tumour,GSM2246553_1001000253.E1.csv,1001000253.E1,5
GSM2246554,1,2,7,4,2,1,12,2,8,2,25,39,1,14,2,5,Neoplastic,Tumour,GSM2246554_1001000253.F1.csv,1001000253.F1,5
GSM2246555,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246555_1001000253.H8.csv,1001000253.H8,2
GSM2246556,1,6,5,6,2,6,23,30,8,12,25,37,14,12,2,3,Astocyte,Brain,GSM2246556_1001000253.C4.csv,1001000253.C4,4
GSM2246557,1,6,5,6,2,6,23,30,7,12,69,37,14,12,2,3,Astocyte,Brain,GSM2246557_1001000253.G1.csv,1001000253.G1,4
GSM2246558,1,2,5,4,2,1,12,2,8,1,54,38,1,5,2,5,Neoplastic,Tumour,GSM2246558_1001000253.B4.csv,1001000253.B4,5
GSM2246559,1,2,5,6,2,1,24,30,8,4,8,38,2,5,2,3,Astocyte,Brain,GSM2246559_1001000253.A8.csv,1001000253.A8,4
GSM2246560,1,6,5,6,2,6,23,30,7,12,2,37,14,12,2,3,Astocyte,Brain,GSM2246560_1001000253.H4.csv,1001000253.H4,4
GSM2246561,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246561_1001000253.D5.csv,1001000253.D5,4
GSM2246562,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246562_1001000253.C6.csv,1001000253.C6,4
GSM2246563,1,4,4,3,5,1,22,25,1,2,77,17,1,4,3,7,OPC,Brain,GSM2246563_1001000253.F12.csv,1001000253.F12,2
GSM2246564,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246564_1001000253.G7.csv,1001000253.G7,4
GSM2246565,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246565_1001000253.D10.csv,1001000253.D10,2
GSM2246566,1,7,6,4,2,8,7,27,10,13,48,36,15,11,2,13,Oligodendrocyte,Brain,GSM2246566_1001000254.C4.csv,1001000254.C4,3
GSM2246567,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246567_1001000254.G7.csv,1001000254.G7,4
GSM2246568,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246568_1001000254.E5.csv,1001000254.E5,2
GSM2246569,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246569_1001000254.C8.csv,1001000254.C8,2
GSM2246570,1,6,7,6,2,6,12,2,7,12,6,37,14,12,2,5,Astocyte,Brain,GSM2246570_1001000254.C11.csv,1001000254.C11,4
GSM2246571,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246571_1001000254.H10.csv,1001000254.H10,2
GSM2246572,1,4,4,3,5,1,22,25,1,2,2,17,1,4,3,7,OPC,Brain,GSM2246572_1001000254.F6.csv,1001000254.F6,2
GSM2246573,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246573_1001000254.G9.csv,1001000254.G9,2
GSM2246574,1,6,5,6,2,6,23,7,7,12,16,37,14,12,2,3,Astocyte,Brain,GSM2246574_1001000254.G10.csv,1001000254.G10,4
GSM2246575,1,4,4,3,5,1,18,25,1,2,11,18,1,4,3,7,OPC,Brain,GSM2246575_1001000254.G5.csv,1001000254.G5,2
GSM2246576,1,6,5,6,2,6,23,7,7,12,16,37,14,12,2,3,Astocyte,Brain,GSM2246576_1001000254.D10.csv,1001000254.D10,4
GSM2246577,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246577_1001000254.E1.csv,1001000254.E1,4
GSM2246578,1,2,4,3,5,1,22,25,1,2,46,17,1,4,3,7,OPC,Brain,GSM2246578_1001000254.F2.csv,1001000254.F2,2
GSM2246579,1,4,4,4,2,1,12,2,2,2,56,39,1,4,2,7,OPC,Brain,GSM2246579_1001000254.C12.csv,1001000254.C12,2
GSM2246580,1,4,4,3,5,1,22,28,1,2,8,18,4,4,3,10,OPC,Brain,GSM2246580_1001000254.E3.csv,1001000254.E3,2
GSM2246581,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246581_1001000254.C1.csv,1001000254.C1,2
GSM2246582,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246582_1001000254.A6.csv,1001000254.A6,2
GSM2246583,1,2,7,7,2,1,12,2,8,1,49,39,1,5,2,15,Neoplastic,Tumour,GSM2246583_1001000254.E7.csv,1001000254.E7,5
GSM2246584,1,6,5,6,2,6,23,7,7,12,16,37,14,12,2,3,Astocyte,Brain,GSM2246584_1001000254.A10.csv,1001000254.A10,4
GSM2246585,1,2,5,11,2,1,24,4,8,2,2,38,1,5,1,3,Neoplastic,Tumour,GSM2246585_1001000254.D8.csv,1001000254.D8,5
GSM2246586,1,4,4,3,5,1,18,25,1,2,2,18,4,4,3,7,OPC,Brain,GSM2246586_1001000254.C3.csv,1001000254.C3,2
GSM2246587,1,6,5,6,2,6,23,7,7,12,16,37,14,12,2,3,Astocyte,Brain,GSM2246587_1001000254.F4.csv,1001000254.F4,4
GSM2246588,1,7,6,4,2,8,7,27,10,13,9,36,15,11,2,13,Oligodendrocyte,Brain,GSM2246588_1001000254.G1.csv,1001000254.G1,3
GSM2246589,1,4,4,3,5,1,22,25,8,2,8,17,1,4,3,7,OPC,Brain,GSM2246589_1001000254.B2.csv,1001000254.B2,2
GSM2246590,1,4,4,3,5,1,22,25,1,2,46,17,1,4,3,7,OPC,Brain,GSM2246590_1001000254.G2.csv,1001000254.G2,2
GSM2246591,1,2,5,6,2,1,24,30,8,4,2,38,2,5,1,4,Neoplastic,Tumour,GSM2246591_1001000254.G6.csv,1001000254.G6,5
GSM2246592,1,4,4,3,2,1,22,25,1,2,8,17,1,4,3,13,OPC,Brain,GSM2246592_1001000254.C9.csv,1001000254.C9,2
GSM2246593,1,2,4,3,2,7,22,2,1,2,39,17,1,4,3,7,OPC,Brain,GSM2246593_1001000254.C5.csv,1001000254.C5,2
GSM2246594,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246594_1001000254.F12.csv,1001000254.F12,4
GSM2246595,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246595_1001000254.F3.csv,1001000254.F3,4
GSM2246596,1,4,4,3,5,1,18,25,1,2,8,18,1,4,3,7,OPC,Brain,GSM2246596_1001000254.E2.csv,1001000254.E2,2
GSM2246597,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246597_1001000254.A5.csv,1001000254.A5,4
GSM2246598,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246598_1001000254.E11.csv,1001000254.E11,2
GSM2246599,1,2,5,6,2,1,24,4,3,2,2,38,1,5,1,3,Neoplastic,Tumour,GSM2246599_1001000254.H4.csv,1001000254.H4,5
GSM2246600,1,2,7,7,1,1,12,2,8,48,59,39,1,14,2,15,Neoplastic,Tumour,GSM2246600_1001000254.A11.csv,1001000254.A11,5
GSM2246601,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246601_1001000254.G8.csv,1001000254.G8,4
GSM2246602,1,4,4,3,5,1,22,25,1,2,8,18,4,4,3,7,OPC,Brain,GSM2246602_1001000254.A3.csv,1001000254.A3,2
GSM2246603,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246603_1001000254.A9.csv,1001000254.A9,2
GSM2246604,1,4,4,3,5,1,22,25,1,2,8,18,4,4,3,7,OPC,Brain,GSM2246604_1001000254.F1.csv,1001000254.F1,2
GSM2246605,1,6,5,6,2,6,23,7,7,12,16,37,14,12,2,3,Astocyte,Brain,GSM2246605_1001000254.B5.csv,1001000254.B5,4
GSM2246606,1,4,4,3,5,1,22,25,1,2,37,18,1,4,3,7,OPC,Brain,GSM2246606_1001000254.H5.csv,1001000254.H5,2
GSM2246607,1,2,5,6,2,1,24,4,8,1,8,38,1,5,1,3,Neoplastic,Tumour,GSM2246607_1001000254.A7.csv,1001000254.A7,5
GSM2246608,1,6,7,6,2,6,12,2,7,12,6,37,14,12,2,5,Astocyte,Brain,GSM2246608_1001000254.B8.csv,1001000254.B8,4
GSM2246609,1,2,5,6,2,1,24,4,8,2,2,38,1,5,1,3,Neoplastic,Tumour,GSM2246609_1001000254.D9.csv,1001000254.D9,5
GSM2246610,1,4,4,3,5,1,18,28,1,2,11,18,4,4,3,10,OPC,Brain,GSM2246610_1001000254.A1.csv,1001000254.A1,2
GSM2246611,1,4,4,3,5,1,22,25,1,2,77,18,1,4,3,7,OPC,Brain,GSM2246611_1001000254.H3.csv,1001000254.H3,2
GSM2246612,1,4,4,3,5,1,22,25,1,2,2,17,1,4,3,7,OPC,Brain,GSM2246612_1001000254.B3.csv,1001000254.B3,2
GSM2246613,1,4,4,3,5,1,22,25,1,2,9,17,1,4,3,7,OPC,Brain,GSM2246613_1001000254.F5.csv,1001000254.F5,2
GSM2246614,1,2,5,6,2,1,24,4,8,1,25,38,2,5,1,3,Neoplastic,Tumour,GSM2246614_1001000254.C2.csv,1001000254.C2,5
GSM2246615,1,4,4,3,5,1,22,25,1,2,8,17,1,4,3,7,OPC,Brain,GSM2246615_1001000254.D4.csv,1001000254.D4,2
GSM2246616,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246616_1001000254.D12.csv,1001000254.D12,4
GSM2246617,1,6,5,6,2,6,23,30,7,1,25,37,5,12,2,3,Astocyte,Brain,GSM2246617_1001000255.H1.csv,1001000255.H1,4
GSM2246618,1,2,5,6,2,1,24,4,8,4,25,38,5,5,1,3,Neoplastic,Tumour,GSM2246618_1001000255.B4.csv,1001000255.B4,5
GSM2246619,1,4,4,3,5,1,22,25,1,2,8,17,4,4,3,10,OPC,Brain,GSM2246619_1001000255.A10.csv,1001000255.A10,2
GSM2246620,1,4,4,3,5,1,22,25,1,2,37,17,4,4,3,10,OPC,Brain,GSM2246620_1001000255.F3.csv,1001000255.F3,2
GSM2246621,1,4,4,3,5,1,22,28,1,2,2,18,4,4,3,10,OPC,Brain,GSM2246621_1001000255.D4.csv,1001000255.D4,2
GSM2246622,1,4,4,3,5,1,22,25,1,2,11,17,4,4,3,10,OPC,Brain,GSM2246622_1001000255.C11.csv,1001000255.C11,2
GSM2246623,1,2,5,6,2,1,24,4,2,4,39,38,5,5,1,2,Neoplastic,Tumour,GSM2246623_1001000255.C2.csv,1001000255.C2,5
GSM2246624,1,4,4,3,5,1,18,28,1,2,11,18,4,4,3,10,OPC,Brain,GSM2246624_1001000255.A12.csv,1001000255.A12,2
GSM2246625,1,6,5,6,2,6,24,30,7,12,25,38,5,12,2,11,Astocyte,Brain,GSM2246625_1001000255.G10.csv,1001000255.G10,4
GSM2246626,1,4,4,3,2,1,22,2,1,2,76,17,1,4,3,7,OPC,Brain,GSM2246626_1001000255.E11.csv,1001000255.E11,2
GSM2246627,1,4,4,3,2,1,22,25,1,2,24,17,4,4,3,10,OPC,Brain,GSM2246627_1001000255.E2.csv,1001000255.E2,2
GSM2246628,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,16,Astocyte,Brain,GSM2246628_1001000255.B6.csv,1001000255.B6,4
GSM2246629,1,4,4,3,5,1,22,25,1,2,2,17,4,4,3,7,OPC,Brain,GSM2246629_1001000255.D2.csv,1001000255.D2,2
GSM2246630,1,2,5,6,2,1,24,4,8,4,39,38,5,5,1,2,Neoplastic,Tumour,GSM2246630_1001000255.G1.csv,1001000255.G1,5
GSM2246631,1,6,5,6,2,1,24,4,7,1,16,38,5,5,2,11,Astocyte,Brain,GSM2246631_1001000255.A1.csv,1001000255.A1,4
GSM2246632,1,4,4,3,5,1,22,25,1,2,2,17,1,4,3,7,OPC,Brain,GSM2246632_1001000255.A6.csv,1001000255.A6,2
GSM2246633,1,6,5,6,2,6,23,7,7,12,16,37,14,12,2,16,Astocyte,Brain,GSM2246633_1001000255.D8.csv,1001000255.D8,4
GSM2246634,1,4,4,3,5,1,22,25,1,2,8,17,4,4,3,7,OPC,Brain,GSM2246634_1001000255.D1.csv,1001000255.D1,2
GSM2246635,1,6,5,6,2,6,23,30,7,12,25,37,14,12,2,3,Astocyte,Brain,GSM2246635_1001000255.F7.csv,1001000255.F7,4
GSM2246636,1,4,4,3,5,1,22,25,1,2,2,17,4,4,3,10,OPC,Brain,GSM2246636_1001000255.F4.csv,1001000255.F4,2
GSM2246637,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246637_1001000255.B8.csv,1001000255.B8,4
GSM2246638,1,4,4,3,5,1,22,25,1,2,77,17,4,4,3,10,OPC,Brain,GSM2246638_1001000255.B12.csv,1001000255.B12,2
GSM2246639,1,4,4,3,5,1,22,25,1,2,2,17,4,4,3,7,OPC,Brain,GSM2246639_1001000255.F5.csv,1001000255.F5,2
GSM2246640,1,4,4,3,5,1,22,25,1,2,8,17,4,4,3,10,OPC,Brain,GSM2246640_1001000255.G3.csv,1001000255.G3,2
GSM2246641,1,6,7,6,2,6,12,30,7,12,6,37,14,12,2,11,Astocyte,Brain,GSM2246641_1001000255.B5.csv,1001000255.B5,4
GSM2246642,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246642_1001000255.H8.csv,1001000255.H8,4
GSM2246643,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246643_1001000255.E5.csv,1001000255.E5,4
GSM2246644,1,2,5,6,2,1,24,19,2,1,9,38,2,5,1,3,Neoplastic,Tumour,GSM2246644_1001000255.D5.csv,1001000255.D5,5
GSM2246645,1,2,5,6,2,1,24,4,1,2,9,38,5,5,1,16,Neoplastic,Tumour,GSM2246645_1001000255.F10.csv,1001000255.F10,5
GSM2246646,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,16,Astocyte,Brain,GSM2246646_1001000255.G5.csv,1001000255.G5,4
GSM2246647,1,4,4,3,2,1,22,2,1,2,2,17,1,4,3,7,OPC,Brain,GSM2246647_1001000255.C9.csv,1001000255.C9,2
GSM2246648,1,4,4,3,2,1,22,25,1,2,9,17,4,4,3,7,OPC,Brain,GSM2246648_1001000255.E12.csv,1001000255.E12,2
GSM2246649,1,2,5,7,2,1,24,19,8,1,3,38,1,5,1,3,Neoplastic,Tumour,GSM2246649_1001000255.F8.csv,1001000255.F8,5
GSM2246650,1,6,7,6,2,6,12,2,7,12,6,37,14,12,2,5,Astocyte,Brain,GSM2246650_1001000255.C10.csv,1001000255.C10,4
GSM2246651,1,6,5,6,5,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246651_1001000255.A2.csv,1001000255.A2,4
GSM2246652,1,6,5,6,2,6,23,7,7,12,50,37,14,12,2,16,Astocyte,Brain,GSM2246652_1001000255.E9.csv,1001000255.E9,4
GSM2246653,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2246653_1001000255.E8.csv,1001000255.E8,4
GSM2246654,1,4,4,3,5,1,22,25,1,2,9,17,2,4,3,10,OPC,Brain,GSM2246654_1001000255.D9.csv,1001000255.D9,2
GSM2246655,1,4,4,3,5,1,22,25,1,1,65,17,4,4,3,7,OPC,Brain,GSM2246655_1001000255.G8.csv,1001000255.G8,2
GSM2246656,1,2,7,4,2,1,12,2,2,1,27,39,1,7,2,5,Neoplastic,Tumour,GSM2246656_1001000255.G12.csv,1001000255.G12,5
GSM2246657,1,6,5,6,2,6,23,30,7,12,6,37,5,12,2,3,Astocyte,Brain,GSM2246657_1001000255.A4.csv,1001000255.A4,4
GSM2246658,1,4,4,3,5,1,22,25,1,2,37,17,4,4,3,10,OPC,Brain,GSM2246658_1001000255.A7.csv,1001000255.A7,2
GSM2246659,1,2,7,7,2,6,12,2,8,1,57,28,1,14,2,11,Astocyte,Brain,GSM2246659_1001000255.E6.csv,1001000255.E6,4
GSM2246660,1,2,5,6,2,1,24,19,8,2,9,38,2,5,1,3,Neoplastic,Tumour,GSM2246660_1001000255.D12.csv,1001000255.D12,5
GSM2246661,1,4,4,3,2,1,22,25,1,2,8,17,4,4,3,10,OPC,Brain,GSM2246661_1001000255.G4.csv,1001000255.G4,2
GSM2246662,1,4,4,4,2,1,22,2,8,2,76,17,1,4,3,3,OPC,Brain,GSM2246662_1001000255.D3.csv,1001000255.D3,2
GSM2246663,1,4,4,3,5,1,18,28,1,2,9,18,4,4,3,10,OPC,Brain,GSM2246663_1001000255.H5.csv,1001000255.H5,2
GSM2246664,1,2,4,3,2,7,22,25,1,1,3,17,2,4,3,10,OPC,Brain,GSM2246664_1001000255.B3.csv,1001000255.B3,2
GSM2246665,1,2,7,7,1,6,24,8,8,11,47,39,2,15,5,11,Vascular,Vascular,GSM2246665_1001000258.G2.csv,1001000258.G2,1
GSM2246666,3,1,3,1,4,3,27,1,5,7,17,32,1,3,4,1,Immune cell,Immune,GSM2246666_1001000258.E2.csv,1001000258.E2,7
GSM2246667,1,2,7,7,2,3,24,19,2,1,39,39,1,15,5,11,Vascular,Vascular,GSM2246667_1001000258.D2.csv,1001000258.D2,1
GSM2246668,1,2,7,4,1,1,25,2,8,20,41,35,2,7,2,11,Neoplastic,Tumour,GSM2246668_1001000258.F11.csv,1001000258.F11,5
GSM2246669,5,1,3,5,4,4,27,14,4,8,5,32,7,3,4,1,Immune cell,Immune,GSM2246669_1001000258.C8.csv,1001000258.C8,7
GSM2246670,1,2,5,11,2,1,29,22,8,2,2,35,2,9,3,8,Neoplastic,Tumour,GSM2246670_1001000258.D12.csv,1001000258.D12,5
GSM2246671,1,2,5,6,2,5,29,22,2,4,3,35,5,5,3,11,Neoplastic,Tumour,GSM2246671_1001000258.C12.csv,1001000258.C12,5
GSM2246672,1,2,5,11,2,1,29,22,8,1,62,35,2,9,3,18,Neoplastic,Tumour,GSM2246672_1001000258.H5.csv,1001000258.H5,5
GSM2246673,1,2,5,11,1,1,29,22,8,2,83,35,2,9,3,16,Neoplastic,Tumour,GSM2246673_1001000258.A12.csv,1001000258.A12,5
GSM2246674,1,2,5,11,2,1,29,22,2,4,3,35,5,9,3,3,Neoplastic,Tumour,GSM2246674_1001000258.G1.csv,1001000258.G1,5
GSM2246675,1,2,7,11,2,1,25,19,2,4,9,35,5,9,3,3,Neoplastic,Tumour,GSM2246675_1001000258.H11.csv,1001000258.H11,5
GSM2246676,1,2,7,7,1,1,25,19,8,2,41,35,2,7,3,3,Neoplastic,Tumour,GSM2246676_1001000258.H1.csv,1001000258.H1,5
GSM2246677,1,2,7,4,1,1,25,16,8,9,2,35,2,7,3,8,Neoplastic,Tumour,GSM2246677_1001000258.F12.csv,1001000258.F12,5
GSM2246678,5,3,3,5,4,4,26,14,4,51,22,32,7,3,2,1,Immune cell,Immune,GSM2246678_1001000258.E12.csv,1001000258.E12,7
GSM2246679,1,2,5,11,2,1,29,22,2,2,3,35,5,9,3,8,Neoplastic,Tumour,GSM2246679_1001000258.B9.csv,1001000258.B9,5
GSM2246680,1,2,7,4,2,1,25,2,8,2,0,35,2,7,2,4,Neoplastic,Tumour,GSM2246680_1001000258.G10.csv,1001000258.G10,5
