cell,altA54lyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category
CY88CD45POS_2_D03_S423_comb,281,1,1,7,5,1,10,19,7,2,2,50,2,4,3,3,T.CD4,Immune
CY88CD45POS_2_D04_S424_comb,282,2,4,9,3,7,45,16,15,5,76,39,1,7,3,8,Macrophage,Immune
CY88CD45POS_2_D05_S425_comb,281,1,1,5,4,1,10,31,7,8,2,49,2,2,3,3,T.CD8,Immune
CY88CD45POS_2_D06_S426_comb,282,2,4,10,3,7,24,20,15,5,9,11,2,7,2,19,Macrophage,Immune
CY88CD45POS_2_D07_S427_comb,281,1,1,4,4,1,12,19,7,8,3,54,1,4,3,20,T.CD4,Immune
CY88CD45POS_2_D09_S429_comb,280,1,3,11,4,2,27,3,8,11,1,54,3,11,5,8,T.CD8,Immune
CY88CD45POS_2_D11_S431_comb,280,1,1,1,4,2,16,15,8,2,3,47,1,1,3,7,T.CD4,Immune
CY88CD45POS_2_D12_S432_comb,278,2,4,9,1,3,34,16,5,11,13,39,1,7,3,10,Macrophage,Immune
CY88CD45POS_2_E03_S435_comb,280,1,1,1,4,2,15,24,8,2,1,32,1,1,3,10,T.CD8,Immune
CY88CD45POS_2_E05_S437_comb,280,1,1,1,4,1,11,24,8,2,3,54,1,2,3,4,T.CD4,Immune
CY88CD45POS_2_E09_S441_comb,280,1,1,1,4,1,17,9,8,8,1,23,1,1,3,2,NK,Immune
CY88CD45POS_2_F01_S445_comb,282,3,1,4,1,4,34,9,9,2,1,42,1,4,4,10,T.CD4,Immune
CY88CD45POS_2_F03_S447_comb,282,3,1,7,1,4,40,18,2,11,16,42,1,4,4,3,T.CD8,Immune
CY88CD45POS_2_F04_S448_comb,282,2,4,10,3,7,24,20,15,5,9,11,2,7,2,18,Macrophage,Immune
CY88CD45POS_2_F05_S449_comb,281,1,1,1,4,2,11,31,7,8,3,54,2,1,3,3,T.CD4,Immune
CY88CD45POS_2_F06_S450_comb,282,2,4,10,3,7,24,20,15,5,13,54,2,7,2,19,Macrophage,Immune
CY88CD45POS_2_F07_S451_comb,281,1,1,4,4,1,10,31,7,8,1,23,1,1,3,20,T.CD8,Immune
CY88CD45POS_2_F09_S453_comb,281,1,8,5,4,2,18,30,7,2,1,23,3,1,3,3,T.CD8,Immune
CY88CD45POS_2_F11_S455_comb,279,1,1,4,5,1,12,19,8,2,3,51,1,2,3,20,T.CD4,Immune
CY88CD45POS_2_G03_S459_comb,282,2,4,10,3,7,24,28,15,5,9,54,2,7,2,19,Macrophage,Immune
CY88CD45POS_2_G04_S460_comb,281,1,1,4,4,1,12,5,7,2,3,54,2,4,3,3,T.CD8,Immune
CY88CD45POS_2_G05_S461_comb,280,2,2,3,1,5,36,26,5,10,29,54,1,3,2,20,T cell,Immune
CY88CD45POS_2_G06_S462_comb,281,1,1,4,4,1,10,31,7,8,1,23,1,1,3,3,NK,Immune
CY88CD45POS_2_G07_S463_comb,281,1,2,3,5,1,22,29,7,13,4,3,2,3,3,3,B cell,Immune
CY88CD45POS_2_G08_S464_comb,282,2,4,10,3,7,24,20,9,5,7,9,2,7,2,18,Macrophage,Immune
CY88CD45POS_2_G09_S465_comb,280,1,1,5,4,2,11,30,8,2,3,42,3,2,3,3,T cell,Immune
CY88CD45POS_2_G11_S467_comb,280,3,1,9,1,4,34,9,7,2,16,42,1,4,4,4,T cell,Immune
CY88CD45POS_2_H08_S476_comb,282,3,1,9,1,4,34,16,2,5,7,42,1,4,3,10,T cell,Immune
CY88CD45POS_2_H09_S477_comb,282,2,4,10,3,7,24,20,15,5,9,11,2,7,2,18,Macrophage,Immune
CY88CD45POS_2_H10_S478_comb,282,2,2,4,1,5,40,9,5,10,44,42,3,4,4,10,T cell,Immune
CY88CD45POS_2_H11_S479_comb,279,1,2,4,5,1,34,27,6,7,4,54,1,3,3,10,B cell,Immune
CY88CD45POS_2_H12_S480_comb,281,1,4,10,4,1,27,3,7,10,0,11,1,7,5,8,Macrophage,Immune
CY88CD45POS_7_B03_S207_comb,279,1,1,4,5,1,12,19,6,2,2,48,2,4,3,20,T.CD4,Immune
CY88CD45POS_7_B05_S209_comb,279,1,1,4,4,1,18,30,8,2,3,30,2,2,3,20,T.CD4,Immune
CY88CD45POS_7_B07_S211_comb,281,1,1,4,5,1,18,5,7,2,2,49,2,2,3,3,T.CD8,Immune
CY88CD45POS_7_B09_S213_comb,281,1,8,9,5,1,34,14,7,8,2,49,2,2,3,17,T.CD4,Immune
CY88CD45POS_7_B11_S215_comb,280,2,4,10,3,7,24,23,8,5,13,11,2,7,2,18,Macrophage,Immune
CY88CD45POS_7_C01_S217_comb,280,2,4,10,3,7,24,23,15,5,9,11,2,7,2,18,Macrophage,Immune
CY88CD45POS_7_C03_S219_comb,234,1,2,3,5,1,23,2,14,7,4,54,1,3,3,7,B cell,Immune
CY88CD45POS_7_C05_S221_comb,277,2,2,3,5,5,36,26,1,10,44,15,2,3,2,3,T cell,Immune
CY88CD45POS_7_C07_S223_comb,278,2,4,9,3,1,34,1,6,7,13,54,2,7,3,3,Macrophage,Immune
CY88CD45POS_7_C09_S225_comb,279,1,1,1,4,1,18,21,8,2,3,49,2,2,3,20,T cell,Immune
CY88CD45POS_7_D01_S229_comb,279,1,1,4,5,1,18,5,6,2,2,54,2,2,3,3,T cell,Immune
CY88CD45POS_7_D02_S230_comb,282,3,8,4,1,4,34,16,2,8,1,54,1,5,1,3,T.CD8,Immune
CY88CD45POS_7_D03_S231_comb,277,2,2,3,1,5,36,26,14,10,29,54,3,3,2,20,T cell,Immune
CY88CD45POS_7_D05_S233_comb,278,1,1,4,5,1,12,19,6,2,3,54,2,2,3,20,T.CD4,Immune
CY88CD45POS_7_D07_S235_comb,278,1,1,4,4,1,18,21,10,2,3,42,2,2,3,20,T cell,Immune
CY88CD45POS_7_D09_S237_comb,279,1,3,11,4,2,27,3,6,2,3,54,4,11,5,1,T.CD8,Immune
CY88CD45POS_7_E01_S241_comb,279,1,1,7,1,1,34,16,6,2,3,47,1,4,4,20,T.CD4,Immune
CY88CD45POS_7_E02_S242_comb,281,3,1,4,1,1,34,9,7,2,0,42,1,4,3,10,T.CD4,Immune
CY88CD45POS_7_E03_S243_comb,278,1,2,3,5,1,23,29,10,7,3,3,3,3,3,3,B cell,Immune
CY88CD45POS_7_E05_S245_comb,278,1,1,1,4,1,18,21,10,2,3,47,2,2,3,7,T cell,Immune
CY88CD45POS_7_E07_S247_comb,278,1,1,4,4,1,18,21,6,2,1,42,2,2,3,7,T.CD8,Immune
CY88CD45POS_7_E09_S249_comb,279,2,4,10,3,7,44,20,8,5,7,54,2,7,2,18,Macrophage,Immune
CY88CD45POS_7_F01_S253_comb,279,1,1,9,4,1,46,31,8,8,1,54,1,1,3,7,T.CD8,Immune
CY88CD45POS_7_F02_S254_comb,277,1,2,3,5,1,23,2,14,7,4,4,1,3,3,7,B cell,Immune
CY88CD45POS_7_F03_S255_comb,278,1,1,4,5,1,10,18,10,2,2,51,1,4,3,4,T.CD8,Immune
CY88CD45POS_7_F04_S256_comb,279,2,4,10,3,7,24,27,11,5,9,11,1,7,2,15,Macrophage,Immune
CY88CD45POS_7_F05_S257_comb,278,2,2,3,1,5,36,26,5,10,44,15,2,3,2,20,B cell,Immune
CY88CD45POS_7_F07_S259_comb,279,1,1,9,5,1,18,19,6,2,3,47,1,2,3,7,T.CD4,Immune
CY88CD45POS_7_F09_S261_comb,282,2,4,10,3,7,24,20,15,5,13,54,1,7,2,15,Macrophage,Immune
CY88CD45POS_7_G02_S266_comb,279,1,1,1,4,1,18,21,8,2,3,42,1,2,3,7,T.CD8,Immune
CY88CD45POS_7_G03_S267_comb,278,1,2,3,5,1,23,29,10,7,4,4,2,3,3,20,B cell,Immune
CY88CD45POS_7_G04_S268_comb,278,2,4,10,3,7,24,23,11,5,13,11,2,7,2,1,Macrophage,Immune
CY88CD45POS_7_G05_S269_comb,282,1,8,9,5,6,46,5,2,6,0,42,1,2,3,11,T.CD4,Immune
CY88CD45POS_7_G07_S271_comb,278,1,3,9,5,6,46,5,10,6,1,31,1,2,3,11,T.CD8,Immune
CY88CD45POS_7_H03_S279_comb,279,1,3,9,5,1,46,5,6,6,3,42,1,2,3,11,T.CD8,Immune
CY88CD45POS_7_H05_S281_comb,280,1,1,9,5,1,46,5,8,8,3,42,1,2,3,17,T cell,Immune
CY89A_CD45_POS_10_A02_S194_comb,104,2,8,7,5,5,22,27,13,2,15,3,1,3,4,4,B cell,Immune
CY89A_CD45_POS_10_A03_S195_comb,278,1,2,3,5,1,21,27,6,2,35,15,1,7,2,10,Macrophage,Immune
CY89A_CD45_POS_10_A04_S196_comb,214,1,1,5,4,1,15,24,3,2,1,34,1,1,3,10,T.CD8,Immune
CY89A_CD45_POS_10_A05_S197_comb,214,2,1,7,5,1,10,9,16,2,2,54,1,4,3,4,T cell,Immune
CY89A_CD45_POS_10_A06_S198_comb,278,1,1,4,5,1,17,9,10,2,2,54,1,4,3,2,T cell,Immune
CY89A_CD45_POS_10_A07_S199_comb,278,1,1,1,4,2,15,24,10,2,1,33,1,1,3,4,T.CD8,Immune
CY89A_CD45_POS_10_A10_S202_comb,234,1,1,4,5,1,17,9,14,2,16,51,1,4,3,2,T cell,Immune
CY89A_CD45_POS_10_A11_S203_comb,187,1,2,3,5,1,22,27,3,2,4,4,1,3,3,4,B cell,Immune
CY89A_CD45_POS_10_B02_S206_comb,232,1,1,7,5,1,17,18,14,2,2,51,1,4,3,4,T.CD4,Immune
CY89A_CD45_POS_10_B06_S210_comb,15,2,8,7,5,5,22,27,13,2,8,3,1,3,1,4,B cell,Immune
CY89A_CD45_POS_10_B07_S211_comb,214,2,1,5,4,5,16,24,16,2,1,33,1,1,3,2,T.CD8,Immune
CY89A_CD45_POS_10_B11_S215_comb,148,1,2,3,5,1,22,27,16,2,4,4,1,3,3,4,B cell,Immune
CY89A_CD45_POS_10_B12_S216_comb,164,1,1,9,5,1,46,18,16,2,1,38,1,2,3,7,T.CD8,Immune
CY89A_CD45_POS_10_C11_S227_comb,278,2,4,10,3,7,44,20,10,7,7,8,1,7,2,13,Macrophage,Immune
CY89A_CD45_POS_10_C12_S228_comb,31,1,8,9,5,5,45,16,13,2,2,49,1,4,3,7,T.CD4,Immune
CY89A_CD45_POS_10_E04_S244_comb,279,1,3,11,4,2,27,7,6,11,3,54,1,11,5,12,T.CD4,Immune
CY89A_CD45_POS_10_E06_S246_comb,92,2,4,10,5,5,6,20,13,2,9,54,1,7,1,10,Macrophage,Immune
CY89A_CD45_POS_10_E07_S247_comb,192,1,1,1,4,1,16,9,3,2,1,33,1,1,3,2,T.CD8,Immune
CY89A_CD45_POS_10_E10_S250_comb,234,1,2,3,5,1,22,9,14,2,4,54,1,3,3,2,B cell,Immune
CY89A_CD45_POS_10_E11_S251_comb,184,2,1,1,5,1,11,9,3,2,19,29,1,2,3,2,T.CD4,Immune
CY89A_CD45_POS_10_E12_S252_comb,278,1,3,11,4,2,27,24,10,2,3,28,1,11,5,10,T.CD4,Immune
CY89A_CD45_POS_10_F02_S254_comb,164,1,1,9,5,1,18,18,16,2,2,51,1,4,3,4,T.CD4,Immune
CY89A_CD45_POS_10_F11_S263_comb,227,1,1,4,5,1,10,18,14,2,2,48,1,4,3,2,T.CD8,Immune
CY89A_CD45_POS_10_F12_S264_comb,278,1,1,7,5,1,17,18,10,2,2,51,1,4,3,4,T.CD8,Immune
CY89A_CD45_POS_10_G02_S266_comb,277,1,1,5,4,1,11,24,14,2,3,54,1,2,3,10,T.CD4,Immune
CY89A_CD45_POS_10_G06_S270_comb,161,1,1,4,5,5,18,18,13,2,1,54,1,2,3,4,T.CD8,Immune
CY89A_CD45_POS_10_G09_S273_comb,227,1,1,1,4,2,16,9,14,2,1,33,1,1,3,2,T.CD8,Immune
CY89A_CD45_POS_10_G11_S275_comb,214,2,1,1,4,1,16,24,3,2,3,36,1,1,3,4,T.CD8,Immune
CY89A_CD45_POS_10_G12_S276_comb,278,1,1,4,5,1,10,18,10,2,3,29,1,2,3,4,T cell,Immune
CY89A_CD45_POS_10_H01_S277_comb,277,1,3,11,4,1,27,24,10,2,1,54,1,11,5,10,T.CD8,Immune
CY89A_CD45_POS_10_H04_S280_comb,279,1,3,11,4,2,27,9,6,2,1,54,1,11,3,4,T.CD8,Immune
CY89A_CD45_POS_10_H05_S281_comb,278,1,1,1,4,1,16,9,10,2,1,34,1,1,3,2,T.CD8,Immune
CY89A_CD45_POS_10_H06_S282_comb,277,1,1,1,4,1,15,24,14,2,1,34,1,1,3,4,T.CD8,Immune
CY89A_CD45_POS_10_H07_S283_comb,278,1,3,11,5,1,10,18,10,11,2,48,1,11,5,10,T.CD4,Immune
CY89A_CD45_POS_10_H11_S287_comb,278,2,4,10,3,7,44,11,11,11,7,8,1,7,2,15,Macrophage,Immune
CY89A_CD45_POS_6_A01_S97_comb,278,1,1,1,4,1,16,9,10,2,3,34,1,5,3,2,T.CD8,Immune
CY89A_CD45_POS_6_A02_S98_comb,182,1,2,3,5,1,22,27,3,2,8,54,1,3,3,2,B cell,Immune
CY89A_CD45_POS_6_A04_S100_comb,279,2,4,10,3,7,44,20,6,5,7,8,1,7,2,13,Macrophage,Immune
CY89A_CD45_POS_6_A05_S101_comb,282,2,4,10,3,7,24,20,15,5,9,11,1,7,2,15,Macrophage,Immune
CY89A_CD45_POS_6_A06_S102_comb,277,1,2,3,5,1,22,27,14,2,4,4,1,3,3,2,B cell,Immune
CY89A_CD45_POS_6_A07_S103_comb,227,2,1,1,5,1,11,9,14,2,2,30,1,2,3,2,T.CD4,Immune
CY89A_CD45_POS_6_A08_S104_comb,279,1,2,3,5,1,21,27,6,7,35,54,1,7,2,10,Macrophage,Immune
CY89A_CD45_POS_6_A09_S105_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,2,B cell,Immune
CY89A_CD45_POS_6_A10_S106_comb,278,1,2,3,5,1,22,27,10,7,2,54,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_A11_S107_comb,278,1,2,3,5,1,42,27,10,7,4,3,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_A12_S108_comb,279,1,1,4,4,1,10,18,6,2,1,54,1,5,3,4,T.CD8,Immune
CY89A_CD45_POS_6_B01_S109_comb,243,1,1,7,5,1,10,18,14,2,2,51,1,4,3,4,T.CD4,Immune
CY89A_CD45_POS_6_B02_S110_comb,214,2,1,5,4,5,16,15,3,2,1,34,2,1,3,10,T.CD8,Immune
CY89A_CD45_POS_6_B03_S111_comb,234,1,1,4,5,1,10,18,14,2,2,51,1,4,3,4,T cell,Immune
CY89A_CD45_POS_6_B04_S112_comb,227,2,4,10,3,7,24,20,1,7,9,11,2,7,2,13,Macrophage,Immune
CY89A_CD45_POS_6_B05_S113_comb,278,1,2,3,5,1,22,27,10,7,4,3,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_B06_S114_comb,277,1,1,4,4,1,16,24,14,2,1,54,1,1,3,4,T.CD8,Immune
CY89A_CD45_POS_6_B07_S115_comb,234,1,2,3,5,1,22,27,14,7,8,54,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_B08_S116_comb,280,1,1,9,4,1,16,24,8,8,1,37,1,1,3,4,T.CD8,Immune
CY89A_CD45_POS_6_B09_S117_comb,164,1,2,3,5,1,22,27,16,2,4,54,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_B10_S118_comb,278,1,1,5,4,2,11,15,10,2,3,29,1,2,3,10,T cell,Immune
CY89A_CD45_POS_6_B11_S119_comb,104,2,1,7,5,5,10,18,13,2,3,44,2,4,3,10,T cell,Immune
CY89A_CD45_POS_6_B12_S120_comb,279,1,1,1,5,1,11,9,8,8,3,54,1,1,3,2,T.CD8,Immune
CY89A_CD45_POS_6_C02_S122_comb,278,1,1,1,4,2,11,15,10,2,2,29,1,2,3,10,T.CD4,Immune
CY89A_CD45_POS_6_C03_S123_comb,278,1,1,4,5,1,11,18,10,2,0,29,1,2,3,2,T.CD4,Immune
CY89A_CD45_POS_6_C04_S124_comb,278,1,2,3,5,1,23,2,10,7,8,4,1,3,3,10,B cell,Immune
CY89A_CD45_POS_6_C05_S125_comb,279,1,3,9,4,1,46,16,8,6,1,38,1,2,3,7,T.CD8,Immune
CY89A_CD45_POS_6_C06_S126_comb,277,1,1,4,5,1,10,18,14,2,3,51,1,4,3,4,T cell,Immune
CY89A_CD45_POS_6_C07_S127_comb,278,1,3,11,4,2,27,7,10,2,3,29,1,11,5,20,T.CD4,Immune
CY89A_CD45_POS_6_C08_S128_comb,278,1,1,1,4,1,16,9,6,2,1,34,1,5,3,2,T.CD8,Immune
CY89A_CD45_POS_6_C09_S129_comb,277,1,1,7,5,1,17,18,14,2,3,51,1,4,3,4,T.CD4,Immune
CY89A_CD45_POS_6_C10_S130_comb,278,2,4,10,3,7,44,20,11,5,7,8,1,7,2,13,Macrophage,Immune
CY89A_CD45_POS_6_C11_S131_comb,189,1,1,7,5,1,41,18,3,2,2,48,1,4,3,4,T cell,Immune
CY89A_CD45_POS_6_C12_S132_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_D01_S133_comb,232,1,2,3,5,1,22,27,14,7,4,54,1,3,3,2,B cell,Immune
CY89A_CD45_POS_6_D02_S134_comb,280,1,1,1,4,2,16,24,8,8,1,33,1,1,3,4,T.CD8,Immune
CY89A_CD45_POS_6_D03_S135_comb,279,1,3,11,4,2,27,15,6,2,1,28,1,11,5,20,T.CD8,Immune
CY89A_CD45_POS_6_D04_S136_comb,193,1,3,9,5,6,46,16,3,6,1,42,1,2,3,11,T.CD8,Immune
CY89A_CD45_POS_6_D06_S138_comb,279,2,2,3,1,5,36,26,5,10,44,54,2,3,2,4,T cell,Immune
CY89A_CD45_POS_6_D07_S139_comb,278,1,2,3,5,1,42,2,10,7,4,3,1,3,3,10,B cell,Immune
CY89A_CD45_POS_6_D08_S140_comb,234,1,2,3,5,1,22,27,14,2,4,4,1,3,3,2,B cell,Immune
CY89A_CD45_POS_6_D09_S141_comb,278,1,1,4,5,1,10,18,10,2,2,51,1,4,3,4,T.CD4,Immune
CY89A_CD45_POS_6_D10_S142_comb,278,1,1,4,4,1,16,9,10,2,1,34,1,5,3,4,T.CD8,Immune
CY89A_CD45_POS_6_D11_S143_comb,279,2,4,10,3,7,44,27,8,8,7,8,1,7,2,15,Macrophage,Immune
CY89A_CD45_POS_6_E01_S145_comb,182,1,3,11,4,1,23,24,3,2,8,5,1,11,5,4,B cell,Immune
CY89A_CD45_POS_6_E04_S148_comb,280,1,1,9,5,6,46,9,8,6,1,54,1,2,3,4,T.CD8,Immune
CY89A_CD45_POS_6_E10_S154_comb,277,1,1,1,4,6,16,9,10,2,1,33,1,1,3,2,T.CD8,Immune
CY89A_CD45_POS_6_F01_S157_comb,278,1,1,4,5,1,18,18,6,2,1,54,1,2,3,4,NK,Immune
CY89A_CD45_POS_6_F02_S158_comb,278,1,1,5,4,1,10,24,10,2,1,48,1,2,3,4,T.CD8,Immune
CY89A_CD45_POS_6_F03_S159_comb,279,2,4,10,3,7,44,27,8,5,7,8,1,7,2,15,Macrophage,Immune
CY89A_CD45_POS_6_F05_S161_comb,278,1,2,3,5,1,22,27,10,7,8,3,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_F06_S162_comb,279,2,4,10,3,7,44,20,11,5,7,54,1,7,2,13,Macrophage,Immune
CY89A_CD45_POS_6_F07_S163_comb,184,1,2,3,5,1,22,27,3,7,77,4,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_F08_S164_comb,278,1,1,5,5,1,11,18,10,2,19,54,1,2,3,10,T.CD4,Immune
CY89A_CD45_POS_6_F09_S165_comb,277,1,1,5,4,1,16,24,10,2,1,31,1,5,3,4,T.CD8,Immune
CY89A_CD45_POS_6_F10_S166_comb,279,1,1,1,4,2,16,24,8,2,1,38,1,5,3,4,T.CD8,Immune
CY89A_CD45_POS_6_G01_S169_comb,180,1,2,3,5,1,22,27,16,2,50,3,1,3,3,2,B cell,Immune
CY89A_CD45_POS_6_G02_S170_comb,214,2,1,7,5,1,12,18,3,2,2,51,1,4,3,10,T.CD4,Immune
CY89A_CD45_POS_6_G03_S171_comb,278,1,1,4,5,1,12,18,6,2,2,51,1,4,3,4,T cell,Immune
CY89A_CD45_POS_6_G04_S172_comb,12,2,1,5,5,5,16,24,13,2,1,33,3,5,1,4,T.CD8,Immune
CY89A_CD45_POS_6_G05_S173_comb,279,1,1,4,4,1,16,24,6,2,1,32,1,1,3,10,T.CD8,Immune
CY89A_CD45_POS_6_G06_S174_comb,182,2,2,3,1,5,36,26,3,2,29,15,1,3,2,10,T cell,Immune
CY89A_CD45_POS_6_G07_S175_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_G08_S176_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_G10_S178_comb,279,1,1,4,5,1,10,18,6,8,15,51,1,4,3,4,T cell,Immune
CY89A_CD45_POS_6_G11_S179_comb,231,1,1,1,4,1,16,9,14,2,1,54,1,1,3,2,T.CD8,Immune
CY89A_CD45_POS_6_G12_S180_comb,277,1,2,3,5,1,22,27,14,7,50,3,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_H01_S181_comb,279,1,1,9,5,1,12,9,6,8,2,48,1,4,3,2,T.CD4,Immune
CY89A_CD45_POS_6_H02_S182_comb,278,1,1,1,4,1,15,24,10,2,1,33,1,1,3,4,T.CD8,Immune
CY89A_CD45_POS_6_H04_S184_comb,278,1,1,1,4,1,16,9,10,2,1,33,1,1,3,2,T.CD8,Immune
CY89A_CD45_POS_6_H05_S185_comb,279,1,2,3,5,1,23,27,6,7,8,54,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_H08_S188_comb,278,1,1,4,5,1,10,18,10,2,2,51,1,4,3,2,T cell,Immune
CY89A_CD45_POS_6_H09_S189_comb,188,1,2,3,5,1,23,27,3,2,4,3,1,3,3,4,B cell,Immune
CY89A_CD45_POS_6_H10_S190_comb,280,2,4,10,3,7,44,27,8,5,7,8,1,7,2,15,Macrophage,Immune
CY89A_CD45_POS_6_H11_S191_comb,278,1,1,1,4,2,16,9,10,2,1,34,1,1,3,4,T.CD8,Immune
CY89A_Core_15_A01_S1_comb,278,1,1,4,5,1,10,9,10,2,2,54,1,2,3,2,T.CD8,Immune
CY89A_Core_15_A03_S3_comb,279,1,2,3,2,1,22,27,6,2,4,54,1,3,3,10,B cell,Immune
CY89A_Core_15_A04_S4_comb,277,1,2,3,5,1,22,27,14,7,4,3,1,3,3,2,B cell,Immune
CY89A_Core_15_A05_S5_comb,279,1,2,9,5,1,23,27,6,6,4,4,1,3,3,4,B cell,Immune
CY89A_Core_15_A06_S6_comb,278,1,1,1,4,2,15,24,10,2,1,33,1,1,3,4,T.CD8,Immune
CY89A_Core_15_A09_S9_comb,279,1,2,3,5,1,22,27,6,7,47,3,1,3,3,2,B cell,Immune
CY89A_Core_15_A10_S10_comb,278,1,2,3,5,1,22,27,10,7,4,3,1,3,3,2,B cell,Immune
CY89A_Core_15_A11_S11_comb,278,1,1,1,4,1,16,9,10,2,1,34,1,1,3,2,T.CD8,Immune
CY89A_Core_15_A12_S12_comb,275,1,1,1,4,1,16,9,14,2,1,54,1,1,3,2,T.CD8,Immune
CY89A_Core_15_B01_S13_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,4,B cell,Immune
CY89A_Core_15_B02_S14_comb,280,2,4,10,3,7,44,20,8,5,7,54,1,7,2,15,Macrophage,Immune
CY89A_Core_15_B05_S17_comb,279,1,3,11,4,2,27,3,6,11,3,28,3,11,5,8,T.CD4,Immune
CY89A_Core_15_B06_S18_comb,278,1,1,1,4,1,16,24,10,2,1,33,1,1,3,4,T.CD8,Immune
CY89A_Core_15_B07_S19_comb,279,1,3,1,4,2,27,24,6,11,1,26,1,11,5,10,T.CD8,Immune
CY89A_Core_15_B08_S20_comb,278,1,2,3,5,1,22,27,6,7,4,4,1,3,3,4,B cell,Immune
CY89A_Core_15_B09_S21_comb,278,1,2,3,5,1,22,27,10,7,8,3,1,3,3,4,B cell,Immune
CY89A_Core_15_B10_S22_comb,277,1,2,3,5,1,22,27,14,7,4,54,1,3,3,2,B cell,Immune
CY89A_Core_15_B11_S23_comb,278,1,1,4,5,1,10,18,6,2,2,54,1,4,3,4,T cell,Immune
CY89A_Core_15_B12_S24_comb,278,1,1,1,4,1,16,9,10,2,1,36,1,1,3,2,T.CD8,Immune
CY89A_Core_15_C02_S26_comb,280,1,1,1,4,2,15,24,8,8,1,33,1,1,3,4,T.CD8,Immune
CY89A_Core_15_C03_S27_comb,277,1,2,3,5,1,22,27,14,7,4,4,1,3,3,2,B cell,Immune
CY89A_Core_15_C04_S28_comb,280,1,2,3,5,1,22,27,8,7,4,4,1,3,3,2,B cell,Immune
CY89A_Core_15_C07_S31_comb,279,1,1,4,5,1,12,18,8,2,2,48,1,4,3,4,T.CD4,Immune
CY89A_Core_15_C08_S32_comb,279,1,1,4,5,1,10,18,6,2,2,54,1,4,3,4,T cell,Immune
CY89A_Core_15_C09_S33_comb,280,1,1,1,4,2,16,24,8,8,1,54,1,1,3,4,T.CD8,Immune
CY89A_Core_15_C10_S34_comb,279,1,1,1,4,2,16,9,6,2,1,33,1,1,3,4,T.CD8,Immune
CY89A_Core_15_C12_S36_comb,164,1,2,3,5,1,22,27,16,2,4,3,1,3,3,10,B cell,Immune
CY89A_Core_15_D02_S38_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,4,B cell,Immune
CY89A_Core_15_D04_S40_comb,278,1,2,3,5,1,23,2,10,7,4,3,1,3,3,4,B cell,Immune
CY89A_Core_15_D06_S42_comb,277,1,2,3,5,1,22,27,14,7,4,3,1,3,3,2,B cell,Immune
CY89A_Core_15_D07_S43_comb,278,1,2,3,5,1,22,27,10,7,4,54,1,3,3,2,B cell,Immune
CY89A_Core_15_D08_S44_comb,280,1,1,1,5,1,17,9,8,8,2,48,1,2,3,2,T cell,Immune
CY89A_Core_15_D09_S45_comb,278,1,1,1,4,1,16,9,6,2,1,54,1,1,3,2,T.CD8,Immune
CY89A_Core_15_D10_S46_comb,278,1,1,1,4,1,16,24,10,2,1,34,1,1,3,10,T.CD8,Immune
CY89A_Core_15_D11_S47_comb,278,1,2,3,5,1,22,27,10,7,4,4,1,3,3,4,B cell,Immune
CY89A_Core_15_D12_S48_comb,278,1,1,4,5,1,10,18,10,2,2,41,1,2,3,4,T.CD8,Immune
CY89A_Core_15_E01_S49_comb,227,1,1,1,4,1,16,9,3,2,1,54,1,1,3,2,T.CD8,Immune
CY89A_Core_15_E03_S51_comb,280,1,1,1,4,2,16,9,8,8,1,54,1,1,3,2,T.CD8,Immune
CY89A_Core_15_E04_S52_comb,278,1,2,3,5,1,22,27,10,7,4,54,1,3,3,4,B cell,Immune
CY89A_Core_15_E06_S54_comb,279,1,2,3,5,1,22,9,6,7,4,3,1,3,3,2,B cell,Immune
CY89A_Core_15_E11_S59_comb,277,1,2,3,5,1,22,27,14,7,4,3,1,3,3,2,B cell,Immune
CY89A_Core_15_E12_S60_comb,280,1,1,1,4,2,11,24,8,2,1,29,1,1,3,4,T.CD4,Immune
CY89A_Core_15_F01_S61_comb,278,1,1,4,5,1,17,18,10,2,2,51,1,4,3,2,T cell,Immune
CY89A_Core_15_F02_S62_comb,280,1,1,1,4,1,17,18,7,8,1,48,1,2,3,4,T.CD8,Immune
