Unnamed: 0,cell,seurat,ascend,cellRanger,cidr,clue,countClust,RaceID,rca,SAFE,SAME_AIC,SAME_BIC,sc3,scran,seurat_y,simlr,truth,tscan,paper
3073,CY88_3_H03_S663_comb,6,2,3,6,12,2,2190,6,8,17,3,29,6,5,15,Melanoma,2,1
3074,CY88_5_G12_S756_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3075,CY88_5_C07_S703_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3076,CY88_5_H01_S757_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3077,CY88_5_E08_S728_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3078,CY88_5_C04_S700_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3079,CY88_5_C10_S706_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3080,CY88_5_B05_S689_comb,6,2,6,6,12,2,2709,6,8,17,3,29,6,5,9,Melanoma,2,1
3081,CY88_3_E06_S630_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3082,CY88_3_A01_S577_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3083,CY88_5_H11_S767_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3084,CY88_5_E10_S730_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3085,CY88_5_G11_S755_comb,6,2,3,6,12,2,1164,6,8,17,3,29,6,5,1,Melanoma,2,1
3086,CY88_5_D01_S709_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3087,CY88_3_G04_S652_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3088,CY88_5_H07_S763_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3089,CY88_3_F04_S640_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3090,CY88_5_G10_S754_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3091,CY88_5_C03_S699_comb,6,2,3,6,12,2,15,6,8,17,3,29,6,5,1,Melanoma,2,1
3092,CY88_3_E11_S635_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3093,CY88_5_F10_S742_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3094,CY88_5_B09_S693_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3095,CY88_3_G06_S654_comb,6,2,8,3,6,2,15,1,8,12,3,29,2,5,1,Melanoma,2,1
3096,CY89A_CD45_POS_6_H05_S185_comb,3,1,4,1,11,1,619,4,3,10,14,1,4,3,7,B Cell,1,3
3097,CY89A_CD45_POS_10_C11_S227_comb,9,2,7,7,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3098,CY89A_CD45_POS_10_C12_S228_comb,1,1,6,4,9,1,1253,16,4,22,8,20,8,6,9,T Cell,1,2
3099,CY89A_CD45_POS_4_E11_S443_comb,1,1,2,4,10,1,2340,2,1,4,5,17,1,2,14,T Cell,1,2
3100,CY89A_CD45_POS_4_D02_S422_comb,13,1,1,2,1,3,1002,3,1,9,15,11,1,9,14,T Cell,3,2
3101,CY89A_Core_15_E01_S49_comb,2,1,1,2,1,4,2348,3,1,1,2,11,1,1,14,T Cell,4,2
3102,CY89A_CD45_POS_10_B02_S206_comb,1,1,2,4,10,3,872,2,2,18,10,5,3,1,14,T Cell,3,2
3103,CY89A_CD45_POS_10_H05_S281_comb,2,1,2,4,10,1,1385,2,1,18,5,11,1,1,14,T Cell,1,2
3104,CY89A_CD45_POS_6_B03_S111_comb,1,1,2,4,10,1,1278,2,2,18,10,5,3,1,14,T Cell,1,2
3105,CY89A_CD45_POS_10_G12_S276_comb,1,1,2,4,10,1,1431,2,1,18,10,20,1,1,14,T Cell,1,2
3106,CY89A_Core_15_G04_S76_comb,3,1,4,1,11,1,1865,4,3,10,14,1,4,3,7,B Cell,1,3
3107,CY89A_CD45_POS_10_E10_S250_comb,3,1,4,1,11,3,1099,4,3,7,12,1,4,3,7,B Cell,3,3
3108,CY89A_CD45_POS_6_G07_S175_comb,3,1,4,1,11,1,1211,4,3,10,14,1,4,3,3,B Cell,1,3
3109,CY89A_CD45_POS_4_B07_S403_comb,5,1,2,4,10,1,2354,2,1,18,5,17,1,1,14,T Cell,1,2
3110,CY89A_Core_15_B02_S14_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3111,CY89A_CD45_POS_6_A07_S103_comb,5,1,2,4,10,1,2642,2,1,4,5,12,1,1,14,T Cell,1,2
3112,CY89A_CD45_POS_10_A04_S196_comb,2,1,1,7,1,3,630,2,1,20,15,11,1,1,14,T Cell,3,2
3113,CY89A_CD45_POS_4_B06_S402_comb,1,1,2,4,10,1,2370,2,1,4,5,20,1,2,14,T Cell,1,2
3114,CY89A_Core_15_D04_S40_comb,3,1,4,1,11,1,828,4,3,10,14,1,4,3,7,B Cell,1,3
3115,CY89A_CD45_POS_6_C10_S130_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3116,CY89A_CD45_POS_6_C07_S127_comb,13,1,1,7,4,3,1,2,1,2,9,23,7,9,14,T Cell,3,2
3117,CY89A_Core_15_B01_S13_comb,3,1,4,1,11,1,1242,4,3,10,14,1,4,3,7,B Cell,1,3
3118,CY89A_CD45_POS_6_B11_S119_comb,1,1,2,3,10,1,2636,2,2,18,10,18,3,1,14,T Cell,1,2
3119,CY89A_CD45_POS_4_A10_S394_comb,5,1,2,4,10,1,2374,2,2,18,5,11,3,1,14,T Cell,1,2
3120,CY89A_CD45_POS_4_D03_S423_comb,5,1,2,2,10,1,964,3,1,14,16,11,1,1,14,T Cell,1,2
3121,CY89A_Core_15_A09_S9_comb,3,1,4,1,11,1,1416,4,3,10,14,1,4,3,7,B Cell,1,3
3122,CY89A_CD45_POS_4_E04_S436_comb,1,1,2,4,10,1,677,2,2,18,10,5,3,1,14,T Cell,1,2
3123,CY89A_CD45_POS_6_G11_S179_comb,5,1,2,2,10,1,1761,3,1,14,16,11,1,1,14,T Cell,1,2
3124,CY89A_CD45_POS_6_F02_S158_comb,5,1,2,4,10,1,981,2,2,18,10,18,3,1,14,T Cell,1,2
3125,CY89A_CD45_POS_6_H11_S191_comb,2,1,2,2,10,1,1336,3,1,14,16,11,1,1,14,T Cell,1,2
3126,CY89A_CD45_POS_4_C09_S417_comb,3,1,4,1,11,3,1014,4,3,7,12,1,4,3,7,B Cell,3,3
3127,CY89A_Core_15_F02_S62_comb,1,1,1,4,10,3,1360,2,1,20,15,20,1,1,14,T Cell,3,2
3128,CY89A_Core_15_F11_S71_comb,2,1,1,7,1,3,168,3,1,9,15,11,1,1,14,T Cell,3,2
3129,CY89A_CD45_POS_4_A04_S388_comb,5,1,2,2,10,1,1762,3,1,14,16,11,1,1,14,T Cell,1,2
3130,CY89A_CD45_POS_4_C12_S420_comb,3,1,4,1,11,1,1893,4,3,10,14,1,4,3,7,B Cell,1,3
3131,CY89A_CD45_POS_4_D04_S424_comb,3,1,2,7,10,1,640,19,1,4,5,5,3,7,14,T Cell,1,2
3132,CY89A_Core_15_H06_S90_comb,2,1,1,2,1,4,288,3,1,1,2,11,1,1,14,T Cell,4,2
3133,CY89A_CD45_POS_4_A12_S396_comb,2,1,2,2,10,1,1919,3,1,14,16,11,1,1,14,T Cell,1,2
3134,CY89A_Core_15_C07_S31_comb,1,1,2,4,10,1,1311,2,2,18,10,5,3,1,14,T Cell,1,2
3135,CY89A_CD45_POS_4_E05_S437_comb,3,1,4,1,11,3,602,4,3,7,12,1,4,3,7,B Cell,3,3
3136,CY89A_CD45_POS_6_B12_S120_comb,2,1,2,2,10,1,2499,3,1,14,16,11,1,1,14,T Cell,1,2
3137,CY89A_CD45_POS_4_D07_S427_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3138,CY89A_CD45_POS_4_E07_S439_comb,5,1,2,2,10,1,2256,3,1,14,16,11,1,1,14,T Cell,1,2
3139,CY89A_CD45_POS_4_E12_S444_comb,2,1,1,2,1,1,1202,3,1,14,16,11,1,1,14,T Cell,1,2
3140,CY89A_CD45_POS_6_D03_S135_comb,13,1,1,2,1,4,716,3,1,16,2,23,1,9,14,T Cell,4,2
3141,CY89A_Core_15_F04_S64_comb,3,1,4,1,11,1,1764,4,3,10,14,1,4,3,7,B Cell,1,3
3142,CY89A_CD45_POS_4_D05_S425_comb,1,1,2,4,10,1,1409,2,2,4,10,5,3,1,9,T Cell,1,2
3143,CY89A_Core_15_C10_S34_comb,2,1,1,2,1,3,2180,3,1,9,15,11,1,1,14,T Cell,3,2
3144,CY89A_CD45_POS_4_G05_S461_comb,3,1,4,1,11,1,923,4,3,10,14,1,4,3,7,B Cell,1,3
3145,CY89A_CD45_POS_10_A06_S198_comb,1,1,2,4,10,1,1622,2,2,18,10,18,3,1,14,T Cell,1,2
3146,CY89A_CD45_POS_6_F10_S166_comb,2,1,2,2,10,1,2558,3,1,14,16,11,1,1,14,T Cell,1,2
3147,CY89A_Core_15_B06_S18_comb,2,1,2,2,10,1,845,3,1,14,16,11,1,1,14,T Cell,1,2
3148,CY89A_CD45_POS_6_G10_S178_comb,1,1,2,4,10,1,2483,2,1,18,10,5,1,1,14,T Cell,1,2
3149,CY89A_CD45_POS_6_F05_S161_comb,3,1,4,1,11,1,1593,4,3,10,14,1,4,3,7,B Cell,1,3
3150,CY89A_Core_15_F05_S65_comb,3,1,4,1,11,3,1343,4,3,7,12,1,4,3,7,B Cell,3,3
3151,CY89A_CD45_POS_4_F12_S456_comb,5,1,1,7,10,3,1,2,1,20,15,12,1,1,14,T Cell,3,2
3152,CY89A_Core_15_G05_S77_comb,13,1,1,7,4,3,19,3,1,2,9,23,7,9,14,T Cell,3,2
3153,CY89A_CD45_POS_6_C08_S128_comb,2,1,2,2,10,1,351,3,1,14,16,11,1,1,14,T Cell,1,2
3154,CY89A_CD45_POS_6_G02_S170_comb,1,1,2,4,10,1,1318,2,2,18,10,5,3,1,14,T Cell,1,2
3155,CY89A_CD45_POS_10_A11_S203_comb,3,1,4,1,11,1,1362,4,3,10,14,1,4,3,7,B Cell,1,3
3156,CY89A_Core_15_G06_S78_comb,2,1,2,2,10,1,464,3,1,14,16,11,1,1,14,T Cell,1,2
3157,CY89A_CD45_POS_4_D08_S428_comb,2,1,2,2,10,1,1231,3,1,14,16,11,1,1,14,T Cell,1,2
3158,CY89A_CD45_POS_10_H07_S283_comb,1,1,1,7,4,3,1172,2,2,2,9,20,3,9,7,T Cell,3,2
3159,CY89A_CD45_POS_6_B08_S116_comb,2,1,2,2,10,1,1697,3,1,14,16,11,1,1,14,T Cell,1,2
3160,CY89A_CD45_POS_6_B02_S110_comb,2,1,1,7,1,3,487,3,1,9,15,11,1,1,14,T Cell,3,2
3161,CY89A_CD45_POS_4_G02_S458_comb,2,1,1,4,10,1,1036,3,1,14,16,11,1,1,14,T Cell,1,2
3162,CY89A_CD45_POS_6_G03_S171_comb,1,1,2,4,10,1,1134,2,2,18,10,5,3,1,14,T Cell,1,2
3163,CY89A_CD45_POS_4_G01_S457_comb,1,1,2,4,10,1,416,2,2,18,10,5,3,1,14,T Cell,1,2
3164,CY89A_CD45_POS_6_G06_S174_comb,3,1,1,7,4,3,96,14,3,11,12,25,4,3,5,B Cell,3,3
3165,CY89A_Core_15_C12_S36_comb,3,1,4,1,11,1,513,4,3,10,14,1,4,3,7,B Cell,1,3
3166,CY89A_Core_15_C08_S32_comb,1,1,2,4,10,1,770,2,2,18,10,5,3,1,14,T Cell,1,2
3167,CY89A_Core_15_C09_S33_comb,2,1,2,2,10,1,1975,3,1,14,16,11,1,1,14,T Cell,1,2
3168,CY89A_CD45_POS_6_D02_S134_comb,2,1,2,2,1,1,2355,3,1,14,16,11,1,2,9,T Cell,1,2
3169,CY89A_CD45_POS_4_E02_S434_comb,1,1,2,4,10,1,1867,2,2,4,10,5,3,2,7,T Cell,1,2
3170,CY89A_CD45_POS_4_D10_S430_comb,2,1,1,7,1,4,151,3,1,1,2,11,1,1,14,T Cell,4,2
3171,CY89A_CD45_POS_4_F07_S451_comb,3,1,4,1,11,1,1293,4,3,10,14,1,4,3,7,B Cell,1,3
3172,CY89A_Core_15_H12_S96_comb,1,1,2,4,10,1,1804,2,2,18,10,5,3,1,14,T Cell,1,2
3173,CY89A_CD45_POS_6_F06_S162_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3174,CY89A_CD45_POS_10_B11_S215_comb,3,1,4,1,11,1,1876,4,3,10,14,1,4,3,5,B Cell,1,3
3175,CY89A_CD45_POS_6_D10_S142_comb,2,1,2,2,10,1,2567,3,1,14,16,11,1,1,14,T Cell,1,2
3176,CY89A_Core_15_H02_S86_comb,3,1,4,1,11,1,1176,4,3,10,14,1,4,3,7,B Cell,1,3
3177,CY89A_Core_15_B05_S17_comb,13,1,1,5,4,3,1,17,1,2,9,23,7,9,14,T Cell,3,2
3178,CY89A_CD45_POS_4_H03_S471_comb,1,1,2,4,10,1,2273,2,2,18,10,20,3,1,14,T Cell,1,2
3179,CY89A_CD45_POS_4_F08_S452_comb,2,1,2,2,1,1,1415,3,1,14,16,11,1,2,14,T Cell,1,2
3180,CY89A_CD45_POS_4_A08_S392_comb,13,1,1,7,1,4,1,3,1,16,2,11,1,9,14,T Cell,4,2
3181,CY89A_CD45_POS_6_E01_S145_comb,13,1,1,5,4,3,1,4,3,7,12,3,4,9,7,B Cell,3,3
3182,CY89A_CD45_POS_4_C04_S412_comb,13,1,1,2,4,3,555,3,1,2,9,23,1,9,14,T Cell,3,2
3183,CY89A_CD45_POS_4_C06_S414_comb,3,1,1,7,10,1,1,2,1,14,5,11,1,3,14,T Cell,1,2
3184,CY89A_Core_15_A01_S1_comb,1,1,2,4,10,1,2288,2,2,18,10,5,3,1,14,T Cell,1,2
3185,CY89A_CD45_POS_4_H10_S478_comb,1,1,2,5,10,1,2316,3,1,18,5,8,3,1,14,T Cell,1,2
3186,CY89A_Core_15_G07_S79_comb,1,1,2,4,10,1,1062,2,2,18,10,5,3,1,14,T Cell,1,2
3187,CY89A_CD45_POS_10_A07_S199_comb,2,1,1,7,1,3,273,3,1,9,15,11,1,1,14,Melanoma,3,1
3188,CY89A_CD45_POS_6_D04_S136_comb,10,1,6,2,9,1,1271,16,4,22,8,17,8,6,9,T Cell,1,2
3189,CY89A_CD45_POS_6_B07_S115_comb,3,1,4,1,11,1,1325,4,3,10,14,1,4,3,7,B Cell,1,3
3190,CY89A_CD45_POS_4_C02_S410_comb,1,1,6,4,10,1,2192,2,2,4,10,18,3,2,14,T Cell,1,2
3191,CY89A_CD45_POS_10_G06_S270_comb,5,1,6,4,10,1,1673,2,1,4,5,11,1,2,14,T Cell,1,2
3192,CY89A_Core_15_G01_S73_comb,5,1,2,2,10,1,2555,3,1,14,5,8,3,1,14,T Cell,1,2
3193,CY89A_CD45_POS_4_E09_S441_comb,5,1,1,5,4,3,1,2,1,2,9,13,7,9,14,T Cell,3,2
3194,CY89A_CD45_POS_6_A11_S107_comb,3,1,4,1,11,3,1374,4,3,7,12,1,4,3,7,B Cell,3,3
3195,CY89A_CD45_POS_4_F04_S448_comb,9,2,7,2,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3196,CY89A_CD45_POS_4_A09_S393_comb,5,1,1,7,1,3,1,2,1,20,15,11,1,1,14,T Cell,3,2
3197,CY89A_CD45_POS_4_G09_S465_comb,3,1,4,1,11,1,1423,4,3,10,14,1,4,3,7,B Cell,1,3
3198,CY89A_CD45_POS_10_A10_S202_comb,1,1,2,4,10,1,2284,2,2,18,10,5,3,1,5,T Cell,1,2
3199,CY89A_Core_15_C04_S28_comb,3,1,4,1,11,1,1424,4,3,10,14,1,4,3,7,B Cell,1,3
3200,CY89A_Core_15_F12_S72_comb,1,1,2,7,10,1,2360,2,2,18,5,18,3,1,14,T Cell,1,2
3201,CY89A_Core_15_G02_S74_comb,3,1,4,1,11,1,1320,4,3,10,14,1,4,3,7,B Cell,1,3
3202,CY89A_Core_15_G11_S83_comb,2,1,2,4,10,1,1869,2,2,18,5,16,1,1,14,T Cell,1,2
3203,CY89A_Core_15_A05_S5_comb,3,1,6,1,11,1,2330,4,3,10,14,1,8,6,7,B Cell,1,3
3204,CY89A_CD45_POS_4_F09_S453_comb,9,2,7,5,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3205,CY89A_CD45_POS_4_B02_S398_comb,3,1,4,1,11,1,1007,4,3,10,14,1,4,3,7,B Cell,1,3
3206,CY89A_CD45_POS_6_C04_S124_comb,3,1,4,1,11,1,625,4,3,10,14,1,4,3,7,B Cell,1,3
3207,CY89A_Core_15_E11_S59_comb,3,1,4,1,11,1,1757,4,3,10,14,1,4,3,7,B Cell,1,3
3208,CY89A_CD45_POS_10_H04_S280_comb,5,1,1,2,4,3,1,3,1,2,9,23,1,9,14,T Cell,3,2
3209,CY89A_Core_15_B09_S21_comb,3,1,4,1,11,3,1714,4,3,7,12,1,4,3,7,B Cell,3,3
3210,CY89A_Core_15_G10_S82_comb,2,1,1,2,1,1,482,3,1,14,16,11,1,1,14,T Cell,1,2
3211,CY89A_Core_15_D11_S47_comb,3,1,4,1,11,1,1023,4,3,10,14,1,4,3,7,B Cell,1,3
3212,CY89A_CD45_POS_6_C02_S122_comb,5,1,1,2,10,1,1425,2,1,14,5,13,1,2,14,T Cell,1,2
3213,CY89A_CD45_POS_4_A02_S386_comb,5,1,2,4,10,1,1824,2,1,4,5,13,1,1,14,T Cell,1,2
3214,CY89A_CD45_POS_6_B10_S118_comb,5,1,1,7,4,3,1,2,1,20,15,13,1,1,14,T Cell,3,2
3215,CY89A_Core_15_F01_S61_comb,1,1,2,4,10,1,1988,2,1,18,10,5,1,1,14,T Cell,1,2
3216,CY89A_CD45_POS_6_E10_S154_comb,2,1,2,2,1,4,1612,3,1,1,2,11,1,1,14,T Cell,4,2
3217,CY89A_CD45_POS_6_B06_S114_comb,5,1,2,4,10,1,879,2,1,18,5,11,1,1,14,T Cell,1,2
3218,CY89A_Core_15_C02_S26_comb,2,1,1,2,1,4,322,3,1,1,2,11,1,1,14,T Cell,4,2
3219,CY89A_CD45_POS_10_G02_S266_comb,5,1,1,7,10,3,578,2,1,20,15,12,1,1,14,T Cell,3,2
3220,CY89A_CD45_POS_6_H08_S188_comb,1,1,2,4,10,1,761,2,2,18,10,5,3,1,14,T Cell,1,2
3221,CY89A_Core_15_H07_S91_comb,2,1,2,2,10,1,1410,3,1,14,16,11,1,1,14,T Cell,1,2
3222,CY89A_CD45_POS_6_C06_S126_comb,1,1,2,4,10,1,1120,2,2,18,10,5,3,1,14,T Cell,1,2
3223,CY89A_CD45_POS_10_B12_S216_comb,10,1,6,2,9,1,1348,7,4,22,8,9,8,6,9,T Cell,1,2
3224,CY89A_Core_15_A11_S11_comb,2,1,2,2,10,1,2402,3,1,14,16,11,1,1,14,T Cell,1,2
3225,CY89A_CD45_POS_4_E01_S433_comb,5,1,2,7,10,1,916,3,1,14,5,11,3,1,14,T Cell,1,2
3226,CY89A_CD45_POS_6_F08_S164_comb,1,1,1,4,10,3,863,2,1,20,15,20,1,1,14,T Cell,3,2
3227,CY89A_CD45_POS_6_A02_S98_comb,3,1,4,1,11,1,892,4,3,10,14,1,4,3,7,B Cell,1,3
3228,CY89A_CD45_POS_10_B07_S211_comb,2,1,1,2,1,1,1193,3,1,14,16,11,1,1,14,T Cell,1,2
3229,CY89A_Core_15_B12_S24_comb,5,1,2,2,1,1,1713,3,1,14,16,11,1,2,14,T Cell,1,2
3230,CY89A_CD45_POS_6_H09_S189_comb,3,1,6,1,11,1,1900,4,3,10,14,1,4,3,7,B Cell,1,3
3231,CY89A_CD45_POS_4_A11_S395_comb,3,1,4,1,11,1,2166,4,3,10,14,1,4,3,7,B Cell,1,3
3232,CY89A_Core_15_D12_S48_comb,1,1,2,4,10,1,1756,2,1,18,5,18,1,1,14,T Cell,1,2
3233,CY89A_CD45_POS_4_H11_S479_comb,2,1,2,2,10,1,1829,3,1,14,16,11,1,1,14,T Cell,1,2
3234,CY89A_CD45_POS_4_F05_S449_comb,13,1,1,7,4,3,297,3,1,2,9,23,7,9,14,T Cell,3,2
3235,CY89A_Core_15_G08_S80_comb,2,1,1,2,1,4,985,3,1,1,2,11,1,1,14,T Cell,4,2
3236,CY89A_CD45_POS_6_A05_S101_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3237,CY89A_CD45_POS_6_A06_S102_comb,3,1,4,1,11,1,2109,4,3,10,14,1,4,3,7,B Cell,1,3
3238,CY89A_Core_15_H04_S88_comb,2,1,1,2,10,1,1329,2,1,14,16,11,1,1,14,T Cell,1,2
3239,CY89A_CD45_POS_10_E06_S246_comb,9,2,7,5,8,2,10,5,8,5,7,29,2,7,13,Macrophage,2,4
3240,CY89A_Core_15_E06_S54_comb,3,1,4,1,11,1,1282,4,3,10,14,1,4,3,7,B Cell,1,3
3241,CY89A_Core_15_B08_S20_comb,3,1,4,1,11,1,810,4,3,10,14,1,4,3,7,B Cell,1,3
3242,CY89A_CD45_POS_6_H10_S190_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3243,CY89A_CD45_POS_6_B01_S109_comb,1,1,2,4,10,1,420,2,2,18,10,5,3,1,14,T Cell,1,2
3244,CY89A_CD45_POS_6_G12_S180_comb,3,1,4,1,11,1,913,4,3,10,14,1,4,3,7,B Cell,1,3
3245,CY89A_CD45_POS_4_D11_S431_comb,2,1,1,2,1,4,970,3,1,1,2,11,1,1,14,T Cell,4,2
3246,CY89A_Core_15_G09_S81_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3247,CY89A_Core_15_F06_S66_comb,3,1,1,7,4,3,1,14,3,11,12,25,4,3,7,B Cell,3,3
3248,CY89A_CD45_POS_10_F02_S254_comb,1,1,6,4,10,1,2015,7,4,4,8,5,3,2,9,T Cell,1,2
3249,CY89A_CD45_POS_4_F10_S454_comb,3,1,4,1,11,1,1763,4,3,10,14,1,4,3,7,B Cell,1,3
3250,CY89A_CD45_POS_6_F07_S163_comb,3,1,4,1,11,1,2261,4,3,10,14,1,4,3,7,B Cell,1,3
3251,CY89A_CD45_POS_6_C12_S132_comb,3,1,4,1,11,1,2097,4,3,10,14,1,4,3,7,B Cell,1,3
3252,CY89A_CD45_POS_6_D08_S140_comb,3,1,4,1,11,1,1747,4,3,10,14,1,4,3,7,B Cell,1,3
3253,CY89A_Core_15_G03_S75_comb,2,1,2,2,10,1,907,3,1,14,16,8,1,1,14,T Cell,1,2
3254,CY89A_CD45_POS_4_A07_S391_comb,1,1,2,4,10,3,1058,2,2,18,10,5,3,1,14,T Cell,3,2
3255,CY89A_CD45_POS_4_B08_S404_comb,1,1,2,4,10,1,956,2,2,18,10,5,3,1,14,T Cell,1,2
3256,CY89A_Core_15_A04_S4_comb,3,1,4,1,11,1,1803,4,3,10,14,1,4,3,7,B Cell,1,3
3257,CY89A_CD45_POS_10_E12_S252_comb,13,1,1,7,4,3,1,2,1,2,9,23,7,9,14,T Cell,3,2
3258,CY89A_Core_15_D10_S46_comb,2,1,1,4,10,1,846,3,1,14,16,11,1,1,14,T Cell,1,2
3259,CY89A_CD45_POS_4_D01_S421_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3260,CY89A_Core_15_C03_S27_comb,3,1,4,1,11,1,2085,4,3,10,14,1,4,3,7,B Cell,1,3
3261,CY89A_CD45_POS_4_H06_S474_comb,3,1,4,1,11,1,1401,4,3,10,14,1,4,3,7,B Cell,1,3
3262,CY89A_CD45_POS_10_H11_S287_comb,9,2,7,7,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3263,CY89A_Core_15_H08_S92_comb,1,1,2,4,10,1,1942,2,2,18,10,5,3,1,14,T Cell,1,2
3264,CY89A_CD45_POS_4_G11_S467_comb,2,1,2,2,10,1,2152,3,1,14,16,11,1,1,14,T Cell,1,2
3265,CY89A_Core_15_D09_S45_comb,2,1,1,2,1,1,1389,3,1,14,16,11,1,1,14,T Cell,1,2
3266,CY89A_Core_15_D08_S44_comb,1,1,2,4,10,3,1615,2,1,20,15,5,1,1,14,T Cell,3,2
3267,CY89A_CD45_POS_4_G06_S462_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3268,CY89A_CD45_POS_6_A10_S106_comb,3,1,4,1,11,1,1330,4,3,10,14,1,4,3,7,B Cell,1,3
3269,CY89A_CD45_POS_4_E10_S442_comb,3,1,4,1,11,1,1031,4,3,10,14,1,4,3,7,B Cell,1,3
3270,CY89A_CD45_POS_10_H01_S277_comb,13,1,1,7,4,3,368,3,1,2,9,23,1,9,14,T Cell,3,2
3271,CY89A_CD45_POS_6_F03_S159_comb,9,2,7,1,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
3272,CY89A_Core_15_D06_S42_comb,3,1,4,1,11,1,1832,4,3,10,14,1,4,3,7,B Cell,1,3
3273,CY89A_CD45_POS_4_C08_S416_comb,1,1,2,4,10,1,729,2,2,18,10,5,3,1,14,T Cell,1,2
3274,CY89A_CD45_POS_4_H02_S470_comb,1,1,2,4,10,1,1556,2,2,4,10,5,3,2,9,T Cell,1,2
3275,CY89A_CD45_POS_6_A04_S100_comb,9,2,7,7,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
3276,CY89A_CD45_POS_4_B05_S401_comb,3,1,4,7,11,1,610,4,3,10,14,1,4,3,7,B Cell,1,3
3277,CY89A_CD45_POS_10_G11_S275_comb,2,1,2,2,10,1,1158,2,1,14,5,8,1,1,14,T Cell,1,2
3278,CY89A_CD45_POS_10_G09_S273_comb,2,1,2,2,1,4,1598,3,1,1,2,11,1,1,14,T Cell,4,2
3279,CY89A_Core_15_B11_S23_comb,1,1,2,4,10,1,2315,2,1,18,10,5,1,1,14,T Cell,1,2
3280,CY89A_CD45_POS_4_A03_S387_comb,3,1,4,1,11,3,587,4,3,7,12,1,4,3,7,B Cell,3,3
3281,CY89A_CD45_POS_6_E04_S148_comb,10,1,6,2,9,1,2658,16,4,22,8,17,8,6,9,T Cell,1,2
3282,CY89A_CD45_POS_4_C11_S419_comb,3,1,4,1,11,1,1248,4,3,10,14,1,4,3,7,B Cell,1,3
3283,CY89A_CD45_POS_6_G05_S173_comb,5,1,2,2,10,1,1147,3,1,14,16,11,1,1,14,T Cell,1,2
3284,CY89A_CD45_POS_6_A12_S108_comb,5,1,2,2,10,1,1244,3,1,14,16,8,1,1,14,T Cell,1,2
3285,CY89A_CD45_POS_4_B11_S407_comb,3,1,4,1,11,1,576,4,3,10,14,1,4,3,7,B Cell,1,3
3286,CY89A_CD45_POS_4_H09_S477_comb,2,1,2,2,1,4,2151,3,1,1,2,11,1,1,14,T Cell,4,2
3287,CY89A_CD45_POS_4_B10_S406_comb,2,1,1,2,1,1,701,3,1,14,16,11,1,1,14,T Cell,1,2
3288,CY89A_CD45_POS_10_E11_S251_comb,5,1,1,4,10,3,1069,2,1,20,15,13,1,1,14,T Cell,3,2
3289,CY89A_CD45_POS_4_E06_S438_comb,3,1,4,1,11,1,2335,4,3,10,14,1,4,3,3,B Cell,1,3
