GeneSym	Count_NonImmune	NonImmuneEnrichment
RAB25	10	0.15
C1orf106	10	0.15
CITED1	10	0.15
PGAM2	10	0.15
PLOD2	10	0.15
TCF21	10	0.15
CAPN3	10	0.15
ALDH1A3	10	0.15
CD36	10	0.15
GPX2	10	0.15
DOK5	10	0.15
ZFPM2	10	0.15
214669_x_at	10	0.15
PSD3	10	0.15
ANXA3	10	0.15
TMC5	10	0.15
CDKN1C	10	0.15
CDH19	10	0.15
TMPRSS4	10	0.15
TPX2	10	0.15
C1orf116	10	0.15
PCTK3	10	0.15
DNALI1	10	0.15
ELF3	10	0.15
IGJ	10	0.15
NME5	10	0.15
POPDC3	10	0.15
SMTN	10	0.15
SLC25A31	10	0.15
TRAK2	10	0.15
DUOX1	10	0.15
CBS	10	0.15
PCOLCE2	10	0.15
MACROD1	10	0.15
SHANK2	10	0.15
ISYNA1	10	0.15
GMPR	10	0.15
CA10	10	0.15
ALAS1	10	0.15
LPP	10	0.15
214874_at	10	0.15
NLGN4X	10	0.15
PBK	10	0.15
HTR2A	10	0.15
NKX2-2	10	0.15
PAK7	10	0.15
LIMCH1	10	0.15
KCNQ1	10	0.15
TSPAN4	10	0.15
COPZ2	10	0.15
ASCL1	10	0.15
LOC57228	10	0.15
GPR137B	10	0.15
STMN1	10	0.15
ELTD1	10	0.15
MYO1D	10	0.15
RYR3	10	0.15
PCSK1	10	0.15
LBH	10	0.15
PIP3-E	10	0.15
TYMS	10	0.15
TWIST1	10	0.15
GNAI1	10	0.15
LPHN1	10	0.15
209700_x_at	10	0.15
BAIAP2	10	0.15
PIWIL1	10	0.15
RNF208	10	0.15
OGDH	10	0.15
214229_at	10	0.15
214836_x_at	10	0.15
CDR2L	10	0.15
ACSL1	10	0.15
EDIL3	10	0.15
SPATA2	10	0.15
C3orf60	10	0.15
214896_at	10	0.15
RAB15	10	0.15
ZDHHC3	10	0.15
NEDD9	10	0.15
222187_x_at	10	0.15
PXMP2	10	0.15
CEBPA	10	0.15
PDK2	10	0.15
GALE	10	0.15
TRO	10	0.15
CORO1C	10	0.15
RGS3	10	0.15
RGS10	10	0.15
ALCAM	10	0.15
LZTFL1	10	0.15
PIK3C2G	10	0.15
PDLIM2	10	0.15
216039_at	10	0.15
222303_at	10	0.15
APITD1	10	0.15
TJP1	10	0.15
C6orf10	10	0.15
NF1	10	0.15
GDF10	10	0.15
213929_at	10	0.15
CP110	10	0.15
PPM1G	10	0.15
TCF4	10	0.15
PCYOX1	10	0.15
AP1S2	10	0.15
BSPRY	10	0.15
B3GALNT1	10	0.15
216153_x_at	10	0.15
RARRES3	10	0.15
TPPP3	10	0.15
217380_s_at	10	0.15
C1RL	10	0.15
STK38	10	0.15
TXNRD1	10	0.15
LRRC1	10	0.15
KIAA1462	10	0.15
222271_at	10	0.15
DDX39	10	0.15
CDR2	10	0.15
LBR	10	0.15
KIF2A	10	0.15
KLF4	10	0.15
LLGL2	10	0.15
TMEM49	10	0.15
#N/A	10	0.15
CRYBG3	10	0.15
SLC25A44	10	0.15
PHF11	10	0.15
KCNF1	10	0.15
CACNA1I	10	0.15
REPIN1	10	0.15
ECOP	10	0.15
NECAP2	10	0.15
ACAA1	10	0.15
NECAP1	10	0.15
MAN2A1	10	0.15
SLC25A1	10	0.15
KRAS	10	0.15
NPAS3	10	0.15
SPIN1	10	0.15
S1PR1	10	0.15
KIAA0020	10	0.15
UGDH	10	0.15
ADK	10	0.15
GCLM	10	0.15
NET1	10	0.15
TRIM37	10	0.15
212482_at	10	0.15
THEM2	10	0.15
TARS	10	0.15
FKTN	10	0.15
SLC9A3R1	10	0.15
MPP3	10	0.15
MID1IP1	10	0.15
TSPAN14	10	0.15
GALNT7	10	0.15
PDXDC1	10	0.15
ARF4	10	0.15
GPSM2	10	0.15
ITGAE	10	0.15
MRPL42	10	0.15
FILIP1L	10	0.15
SYT13	10	0.15
220486_x_at	10	0.15
PAWR	10	0.15
RBM3	10	0.15
CDV3	10	0.15
COQ2	10	0.15
ZNF217	10	0.15
C9orf95	10	0.15
SCAMP4	10	0.15
MCTS1	10	0.15
JMJD1B	10	0.15
BCAR3	10	0.15
ABI1	10	0.15
PDGFB	10	0.15
TNPO1	10	0.15
NSMCE4A	10	0.15
MRPS17	10	0.15
INF2	10	0.15
SFRS2	10	0.15
DDX50	10	0.15
NDUFS7	10	0.15
TMEM189-UBE2V1	10	0.15
202762_at	10	0.15
LOC595101	10	0.15
GSPT1	10	0.15
TTC3	10	0.15
GTF2E2	10	0.15
BCKDK	10	0.15
JUNB	10	0.15
PPA2	10	0.15
GLRX2	10	0.15
THTPA	10	0.15
208760_at	10	0.15
WRB	10	0.15
TAF9	10	0.15
ZMIZ2	10	0.15
MBD1	10	0.15
CCDC47	10	0.15
SUPT7L	10	0.15
MLH1	10	0.15
BMI1	10	0.15
ABL1	10	0.15
KLHL21	10	0.15
CCDC53	10	0.15
SNF1LK2	10	0.15
221752_at	10	0.15
MAML1	10	0.15
GCN1L1	10	0.15
DAP3	10	0.15
213848_at	10	0.15
FBXO34	10	0.15
PRDX3	10	0.15
ZNF574	10	0.15
217679_x_at	10	0.15
SFRS8	10	0.15
RANGAP1	10	0.15
216729_at	10	0.15
DAZAP1	10	0.15
PSMC3	10	0.15
LMBR1L	10	0.15
DYNLT3	10	0.15
LRPPRC	10	0.15
TMEM109	10	0.15
41154	10	0.15
210111_s_at	10	0.15
EXOC3	10	0.15
MGC72080	10	0.15
CAND1	10	0.15
SLC35A2	10	0.15
REEP4	10	0.15
ADIPOR2	10	0.15
213545_x_at	10	0.15
RNF8	10	0.15
BAZ2B	10	0.15
SS18	10	0.15
COBRA1	10	0.15
213604_at	10	0.15
DICER1	10	0.15
NAE1	10	0.15
TUG1	10	0.15
PCNP	10	0.15
USP21	10	0.15
SETD3	10	0.15
ATF4	10	0.15
PEX12	10	0.15
NCOR2	10	0.15
IQSEC2	10	0.15
217322_x_at	10	0.15
221768_at	10	0.15
AFTPH	10	0.15
SEC62	10	0.15
GPN3	10	0.15
DNAJA3	10	0.15
222297_x_at	10	0.15
TROVE2	10	0.15
POLR2C	10	0.15
DDX42	10	0.15
COL11A2	10	0.15
CKM	9	0.13
ALB	9	0.13
ACTA1	9	0.13
STAR	9	0.13
KRT5	9	0.13
TPM1	9	0.13
CYP2C9	9	0.13
SPINK1	9	0.13
SERPINE1	9	0.13
ACE2	9	0.13
CRH	9	0.13
KLK1	9	0.13
CPS1	9	0.13
CLIC5	9	0.13
HSD17B6	9	0.13
ETV1	9	0.13
ANG	9	0.13
IGF2	9	0.13
FBP1	9	0.13
SVEP1	9	0.13
MALL	9	0.13
KCNK3	9	0.13
FCN3	9	0.13
RYR2	9	0.13
FBN1	9	0.13
FHOD3	9	0.13
CRABP1	9	0.13
TUBA3D	9	0.13
AQP5	9	0.13
VCAM1	9	0.13
RARRES1	9	0.13
CDKN3	9	0.13
HEPH	9	0.13
TIMP2	9	0.13
215176_x_at	9	0.13
CCL2	9	0.13
HOXA9	9	0.13
AGTR1	9	0.13
OLFML3	9	0.13
TSPAN1	9	0.13
MFAP2	9	0.13
LRRN3	9	0.13
FST	9	0.13
PALMD	9	0.13
CDH5	9	0.13
STS	9	0.13
DAB2	9	0.13
HOXA5	9	0.13
GNAZ	9	0.13
HSPB6	9	0.13
CALD1	9	0.13
EXPH5	9	0.13
EMX2	9	0.13
VTCN1	9	0.13
CPT1B	9	0.13
CUX2	9	0.13
TOP2A	9	0.13
IGF1	9	0.13
PROM1	9	0.13
PDGFD	9	0.13
CYP26B1	9	0.13
CDC42	9	0.13
EGFL8	9	0.13
CAPG	9	0.13
LAD1	9	0.13
SCGB2A1	9	0.13
CYP2J2	9	0.13
DAZL	9	0.13
FRZB	9	0.13
FAM129A	9	0.13
FOXA1	9	0.13
CLGN	9	0.13
CTSL1	9	0.13
CADM3	9	0.13
FGFR1OP	9	0.13
PRC1	9	0.13
ST6GALNAC5	9	0.13
TESC	9	0.13
KIF21B	9	0.13
LARGE	9	0.13
GATA3	9	0.13
CYBRD1	9	0.13
FERMT2	9	0.13
F13A1	9	0.13
NEK2	9	0.13
TNFRSF12A	9	0.13
RUNX1T1	9	0.13
SEPX1	9	0.13
TNFAIP8	9	0.13
PCDH7	9	0.13
ZFP106	9	0.13
STEAP1	9	0.13
CACNB2	9	0.13
MAP3K12	9	0.13
GUCY1B3	9	0.13
GDAP1L1	9	0.13
GALNAC4S-6ST	9	0.13
CDCA3	9	0.13
RNF32	9	0.13
SLCO3A1	9	0.13
GYPC	9	0.13
FOXC1	9	0.13
THBD	9	0.13
KCND2	9	0.13
MPPED2	9	0.13
MLF1IP	9	0.13
LPHN2	9	0.13
GMDS	9	0.13
TSPAN12	9	0.13
RAB11FIP1	9	0.13
SLC2A1	9	0.13
B3GALT2	9	0.13
ENPP1	9	0.13
EPHA4	9	0.13
LEPROTL1	9	0.13
TMEM144	9	0.13
SLC12A2	9	0.13
ACTR3B	9	0.13
206355_at	9	0.13
PYCARD	9	0.13
HIG2	9	0.13
MDK	9	0.13
CALR	9	0.13
221590_s_at	9	0.13
PRKACB	9	0.13
TRIP13	9	0.13
RUNDC3B	9	0.13
NBEA	9	0.13
PPFIBP2	9	0.13
DHCR7	9	0.13
TACC3	9	0.13
FAM134B	9	0.13
PHC2	9	0.13
218641_at	9	0.13
216456_at	9	0.13
UBAC1	9	0.13
STON1	9	0.13
MCFD2	9	0.13
222096_x_at	9	0.13
PROCR	9	0.13
RBMS3	9	0.13
213220_at	9	0.13
LMNA	9	0.13
214295_at	9	0.13
KLHL7	9	0.13
DOK4	9	0.13
NMI	9	0.13
GTF2IRD1	9	0.13
ARHGEF3	9	0.13
MYO18A	9	0.13
THBS4	9	0.13
SRGN	9	0.13
ELF4	9	0.13
214898_x_at	9	0.13
PGD	9	0.13
SLC10A3	9	0.13
PCNA	9	0.13
PROS1	9	0.13
CDC42BPA	9	0.13
RNASET2	9	0.13
215314_at	9	0.13
IL10RB	9	0.13
HSD17B11	9	0.13
FKBP8	9	0.13
KIAA0323	9	0.13
CNKSR2	9	0.13
C14orf1	9	0.13
OPN3	9	0.13
ABCC6P2	9	0.13
ATP5G1	9	0.13
MED14	9	0.13
FAM149A	9	0.13
SLC35D2	9	0.13
ALDH18A1	9	0.13
KIAA0247	9	0.13
METTL7A	9	0.13
NAGK	9	0.13
SLC25A11	9	0.13
ROBO3	9	0.13
PGAP1	9	0.13
MOBKL1B	9	0.13
PAIP1	9	0.13
SLC3A2	9	0.13
AK2	9	0.13
TRPS1	9	0.13
WWC2	9	0.13
CASD1	9	0.13
DR1	9	0.13
LAP3	9	0.13
PPP1R14B	9	0.13
NAGPA	9	0.13
217579_x_at	9	0.13
ENDOG	9	0.13
220859_at	9	0.13
SNTB2	9	0.13
RPS20	9	0.13
SLC25A46	9	0.13
CLDN1	9	0.13
PER3	9	0.13
DDX47	9	0.13
ARID4B	9	0.13
ACOT1	9	0.13
SLC25A24	9	0.13
ABHD3	9	0.13
MMD	9	0.13
C5orf30	9	0.13
PRCP	9	0.13
RNF146	9	0.13
MVP	9	0.13
BICD2	9	0.13
RNF38	9	0.13
PERLD1	9	0.13
FOXN3	9	0.13
CHCHD3	9	0.13
NANS	9	0.13
SLC4A2	9	0.13
ESRRA	9	0.13
RPP30	9	0.13
213757_at	9	0.13
APPBP2	9	0.13
MADD	9	0.13
TRAM1	9	0.13
HNRNPUL1	9	0.13
TIMM13	9	0.13
ARNTL	9	0.13
MRPL15	9	0.13
SSPN	9	0.13
HBP1	9	0.13
DCP2	9	0.13
HNRNPF	9	0.13
CTCF	9	0.13
TOP2B	9	0.13
222266_at	9	0.13
UTP18	9	0.13
ZNF528	9	0.13
PWP1	9	0.13
217016_x_at	9	0.13
USO1	9	0.13
C16orf80	9	0.13
213156_at	9	0.13
DDX21	9	0.13
FIG4	9	0.13
TRIAP1	9	0.13
FKBP3	9	0.13
DKFZP586I1420	9	0.13
URG4	9	0.13
212535_at	9	0.13
UBE2A	9	0.13
STAMBP	9	0.13
FRMD4B	9	0.13
POLD4	9	0.13
C1orf63	9	0.13
216129_at	9	0.13
214722_at	9	0.13
FRYL	9	0.13
SUCLA2	9	0.13
NOL7	9	0.13
ATXN10	9	0.13
LOC552889	9	0.13
AGA	9	0.13
DYNC2LI1	9	0.13
C12orf29	9	0.13
SACM1L	9	0.13
ADH5	9	0.13
DDA1	9	0.13
RNF34	9	0.13
SFRS2IP	9	0.13
221702_s_at	9	0.13
BBC3	9	0.13
NKIRAS2	9	0.13
PMS1	9	0.13
201320_at	9	0.13
LRP6	9	0.13
CBFA2T2	9	0.13
SLC25A14	9	0.13
PPP4C	9	0.13
213574_s_at	9	0.13
UBE2B	9	0.13
NUDT3	9	0.13
212446_s_at	9	0.13
215600_x_at	9	0.13
C14orf101	9	0.13
201603_at	9	0.13
LCMT1	9	0.13
PFKL	9	0.13
AP3B1	9	0.13
CLCN3	9	0.13
PIK3CB	9	0.13
220033_at	9	0.13
GGNBP2	9	0.13
POLR2A	9	0.13
TBC1D9B	9	0.13
USP34	9	0.13
TNKS2	9	0.13
ATXN2	9	0.13
GOLGA5	9	0.13
217922_at	9	0.13
OGFR	9	0.13
SLC4A1AP	9	0.13
SNX3	9	0.13
CDK2AP2	9	0.13
ANKRD10	9	0.13
RWDD2B	9	0.13
USF2	9	0.13
VPS72	9	0.13
202271_at	9	0.13
POLR1E	9	0.13
213089_at	9	0.13
DOHH	9	0.13
GABRR2	9	0.13
200688_at	9	0.13
RANBP3	9	0.13
202959_at	9	0.13
C14orf172	9	0.13
MYL2	8	0.12
TNNC1	8	0.12
ENO3	8	0.12
HSPB7	8	0.12
TTR	8	0.12
MPZ	8	0.12
SMCP	8	0.12
CYP11A1	8	0.12
SERPINB5	8	0.12
KRT15	8	0.12
LAMA3	8	0.12
LAMB3	8	0.12
C6	8	0.12
CBLN1	8	0.12
GDF15	8	0.12
ANK1	8	0.12
GPC3	8	0.12
209277_at	8	0.12
PDZK1IP1	8	0.12
CLIC3	8	0.12
SAMD4A	8	0.12
BHMT	8	0.12
PKP2	8	0.12
NKX3-1	8	0.12
PCK1	8	0.12
ABCG2	8	0.12
LRRC17	8	0.12
SLC17A6	8	0.12
214071_at	8	0.12
TFAP2A	8	0.12
CX3CR1	8	0.12
GHR	8	0.12
DUSP13	8	0.12
PXDN	8	0.12
CALCA	8	0.12
ART3	8	0.12
SLC26A2	8	0.12
KLK6	8	0.12
NXF3	8	0.12
SPANXA2	8	0.12
SPA17	8	0.12
ZNF185	8	0.12
215379_x_at	8	0.12
HYAL1	8	0.12
ELN	8	0.12
MS4A5	8	0.12
PTGS1	8	0.12
OBSL1	8	0.12
TMPRSS2	8	0.12
PHLDA2	8	0.12
CD14	8	0.12
ASPN	8	0.12
PYGL	8	0.12
CCDC46	8	0.12
FMO5	8	0.12
KIF2C	8	0.12
GRM1	8	0.12
SOX2	8	0.12
DYSF	8	0.12
NETO2	8	0.12
CALU	8	0.12
FGF9	8	0.12
VEGFC	8	0.12
RAPGEFL1	8	0.12
MYH14	8	0.12
CPNE6	8	0.12
CD248	8	0.12
MIA	8	0.12
OSBPL10	8	0.12
NDP	8	0.12
DMRT1	8	0.12
216207_x_at	8	0.12
PLVAP	8	0.12
PCDH8	8	0.12
RHOBTB3	8	0.12
C19orf21	8	0.12
CHD5	8	0.12
CAMK1	8	0.12
NEUROD2	8	0.12
STON1-GTF2A1L	8	0.12
INHA	8	0.12
GABRE	8	0.12
GLDC	8	0.12
VLDLR	8	0.12
GRIN1	8	0.12
NRIP2	8	0.12
KIAA0101	8	0.12
ALDH3A2	8	0.12
DDR2	8	0.12
ANKRD57	8	0.12
TPM4	8	0.12
HS3ST1	8	0.12
MYO1B	8	0.12
215582_x_at	8	0.12
MAFF	8	0.12
EMILIN1	8	0.12
CETN1	8	0.12
ASL	8	0.12
SGCB	8	0.12
TLE2	8	0.12
HSDL2	8	0.12
A1CF	8	0.12
TFDP2	8	0.12
SOCS2	8	0.12
FREQ	8	0.12
LYL1	8	0.12
212486_s_at	8	0.12
ADAMTS5	8	0.12
ADAM23	8	0.12
TRIM16L	8	0.12
HLA-DQA2	8	0.12
FAM13A1	8	0.12
MAGEA6	8	0.12
CACNA2D2	8	0.12
FJX1	8	0.12
F8	8	0.12
ADARB1	8	0.12
ADAM3A	8	0.12
SULT1A3	8	0.12
ISLR	8	0.12
SULT1A2	8	0.12
CELSR1	8	0.12
TEK	8	0.12
GPC5	8	0.12
CPVL	8	0.12
MAPRE3	8	0.12
CLDN4	8	0.12
IFT88	8	0.12
TJP3	8	0.12
212976_at	8	0.12
HLA-DMA	8	0.12
SLCO2B1	8	0.12
LAPTM5	8	0.12
RECK	8	0.12
LIMS1	8	0.12
TRIO	8	0.12
FZD1	8	0.12
213683_at	8	0.12
SSH3	8	0.12
PALM2-AKAP2	8	0.12
CYB5R1	8	0.12
PDE1A	8	0.12
PRDX2	8	0.12
FAM38B	8	0.12
GPR124	8	0.12
AMPD2	8	0.12
MEOX2	8	0.12
CMAS	8	0.12
PKNOX2	8	0.12
PPFIA2	8	0.12
KDR	8	0.12
ZNF747	8	0.12
UBE2C	8	0.12
LRRC20	8	0.12
TBC1D12	8	0.12
FAH	8	0.12
CHD3	8	0.12
213002_at	8	0.12
STAP2	8	0.12
AMMECR1	8	0.12
DHX34	8	0.12
ASB9	8	0.12
BDNF	8	0.12
P4HA1	8	0.12
GAA	8	0.12
SLIT3	8	0.12
215929_at	8	0.12
HTATIP2	8	0.12
MITF	8	0.12
FXYD5	8	0.12
ITGA6	8	0.12
RBM35B	8	0.12
CCPG1	8	0.12
CYB561	8	0.12
DMXL2	8	0.12
SMARCB1	8	0.12
ABR	8	0.12
PCNT	8	0.12
HOXB7	8	0.12
HADH	8	0.12
TRHDE	8	0.12
USP3	8	0.12
PYCR1	8	0.12
40970	8	0.12
ULK2	8	0.12
GCAT	8	0.12
UBE2N	8	0.12
MYRIP	8	0.12
USP15	8	0.12
ZDHHC14	8	0.12
CDCA4	8	0.12
217506_at	8	0.12
SNRPF	8	0.12
SMARCA1	8	0.12
SUOX	8	0.12
212715_s_at	8	0.12
SIL1	8	0.12
DOCK10	8	0.12
DCI	8	0.12
KLF11	8	0.12
CASP7	8	0.12
GBE1	8	0.12
210436_at	8	0.12
GMNN	8	0.12
222372_at	8	0.12
215146_s_at	8	0.12
RNF144A	8	0.12
214880_x_at	8	0.12
PLEKHA1	8	0.12
UBE2L3	8	0.12
BST2	8	0.12
BSDC1	8	0.12
PRKD2	8	0.12
HECA	8	0.12
DPYD	8	0.12
ARHGEF10L	8	0.12
PCCB	8	0.12
ATXN1	8	0.12
EXTL2	8	0.12
219724_s_at	8	0.12
CHIC2	8	0.12
FAM82A2	8	0.12
ILVBL	8	0.12
MRPS16	8	0.12
222033_s_at	8	0.12
201733_at	8	0.12
COL10A1	8	0.12
TPST1	8	0.12
SCML2	8	0.12
CCDC86	8	0.12
WDR19	8	0.12
PSIP1	8	0.12
NXF1	8	0.12
CXCR7	8	0.12
CBFB	8	0.12
KIAA0182	8	0.12
213500_at	8	0.12
SACS	8	0.12
FAM179B	8	0.12
GEM	8	0.12
GRSF1	8	0.12
HNRNPD	8	0.12
TFRC	8	0.12
PGRMC2	8	0.12
SAR1B	8	0.12
CPSF6	8	0.12
FOXK2	8	0.12
TCP1	8	0.12
218263_s_at	8	0.12
SPHAR	8	0.12
HSD17B8	8	0.12
NUCB1	8	0.12
CTSO	8	0.12
217454_at	8	0.12
NIPSNAP1	8	0.12
VPS13A	8	0.12
OTUB1	8	0.12
SLC16A7	8	0.12
RIPK5	8	0.12
POLD2	8	0.12
OPRS1	8	0.12
AMD1	8	0.12
SRM	8	0.12
SESN1	8	0.12
ST3GAL4	8	0.12
SPRED2	8	0.12
220596_at	8	0.12
IGF1R	8	0.12
TTC15	8	0.12
ENY2	8	0.12
ARHGAP17	8	0.12
COX10	8	0.12
DIDO1	8	0.12
KIAA0664	8	0.12
MBNL2	8	0.12
SRD5A1	8	0.12
222279_at	8	0.12
RBBP8	8	0.12
SMARCA2	8	0.12
PRPSAP2	8	0.12
217863_at	8	0.12
PMM2	8	0.12
GLRX3	8	0.12
JOSD1	8	0.12
DNPEP	8	0.12
AASDHPPT	8	0.12
VDAC3	8	0.12
EMG1	8	0.12
PQBP1	8	0.12
HNRNPA3	8	0.12
SDHD	8	0.12
HERC2	8	0.12
CDK5RAP1	8	0.12
MAPK9	8	0.12
MRPL16	8	0.12
VDAC2	8	0.12
PCMT1	8	0.12
EGLN2	8	0.12
IHPK1	8	0.12
215187_at	8	0.12
RPL26L1	8	0.12
YY1AP1	8	0.12
ZEB2	8	0.12
VPS41	8	0.12
208988_at	8	0.12
ZBTB38	8	0.12
DENND4C	8	0.12
PARP2	8	0.12
YME1L1	8	0.12
ACVR2A	8	0.12
SAPS2	8	0.12
DNAJB14	8	0.12
HTATSF1	8	0.12
C11orf73	8	0.12
UBE2K	8	0.12
GGH	8	0.12
MRPL34	8	0.12
PJA2	8	0.12
VPS4B	8	0.12
CDKN1B	8	0.12
MICA	8	0.12
LYPLA1	8	0.12
ANKS1A	8	0.12
IK	8	0.12
PIK3C3	8	0.12
NCL	8	0.12
MTA1	8	0.12
AATF	8	0.12
LRRC40	8	0.12
PIAS1	8	0.12
212321_at	8	0.12
213610_s_at	8	0.12
MAEA	8	0.12
CLK4	8	0.12
TM9SF3	8	0.12
POGK	8	0.12
220823_at	8	0.12
FAF2	8	0.12
PEX11B	8	0.12
HIBCH	8	0.12
NAGLU	8	0.12
LYRM1	8	0.12
PURA	8	0.12
YWHAZ	8	0.12
SUMO3	8	0.12
RPA2	8	0.12
TMEM14B	8	0.12
207785_s_at	8	0.12
RABL2A	8	0.12
KTN1	8	0.12
214715_x_at	8	0.12
ZNF181	8	0.12
AGPAT5	8	0.12
DLG1	8	0.12
PTPN11	8	0.12
HYPK	8	0.12
TIPRL	8	0.12
GNE	8	0.12
IPPK	8	0.12
STX6	8	0.12
IMPA1	8	0.12
MKKS	8	0.12
YIPF3	8	0.12
POLDIP2	8	0.12
VAMP4	8	0.12
PITRM1	8	0.12
GADD45A	8	0.12
NFE2L2	8	0.12
220720_x_at	8	0.12
TMED7	8	0.12
APBA3	8	0.12
212248_at	8	0.12
PPP2R5E	8	0.12
202372_at	8	0.12
KIAA0562	8	0.12
C1GALT1C1	8	0.12
DNAJC7	8	0.12
MAP4K3	8	0.12
STX8	8	0.12
PSMD10	8	0.12
ARMC1	8	0.12
ACIN1	8	0.12
CD82	8	0.12
GTF2F2	8	0.12
PREB	8	0.12
PIK3C2A	8	0.12
SLC35A5	8	0.12
FN3KRP	8	0.12
RPGR	8	0.12
CBR4	8	0.12
ACOT8	8	0.12
217582_at	8	0.12
SRRD	8	0.12
EXOC1	8	0.12
XPO1	8	0.12
POLR2K	8	0.12
208238_x_at	8	0.12
KIAA0528	8	0.12
C10orf97	8	0.12
TESK1	8	0.12
MYO9A	8	0.12
C7orf43	8	0.12
VPS39	8	0.12
OGFOD1	8	0.12
RAG1AP1	8	0.12
SLC30A9	8	0.12
PCGF1	8	0.12
HERC4	8	0.12
GLTSCR1	8	0.12
TTN	7	0.10
ALDOB	7	0.10
TFPI2	7	0.10
AKR1B10	7	0.10
LGALS4	7	0.10
ACTC1	7	0.10
CRISP2	7	0.10
HPR	7	0.10
FGFBP1	7	0.10
TSHB	7	0.10
MAT1A	7	0.10
ALDH3A1	7	0.10
OLFM4	7	0.10
OAZ3	7	0.10
LDB3	7	0.10
203863_at	7	0.10
GPR88	7	0.10
DKFZP566E164	7	0.10
THBS1	7	0.10
LAMC2	7	0.10
KRT17	7	0.10
CXCL6	7	0.10
DST	7	0.10
NOV	7	0.10
ADD2	7	0.10
CYP1A2	7	0.10
AADAC	7	0.10
MFAP5	7	0.10
SFN	7	0.10
IGSF1	7	0.10
CES2	7	0.10
205501_at	7	0.10
DKK1	7	0.10
IL32	7	0.10
KIAA0802	7	0.10
SERPINB13	7	0.10
COL6A1	7	0.10
CEACAM5	7	0.10
UPK1B	7	0.10
PDZK1	7	0.10
ECM1	7	0.10
CEACAM1	7	0.10
211644_x_at	7	0.10
MME	7	0.10
ESRRG	7	0.10
GK2	7	0.10
AOX1	7	0.10
RRM2	7	0.10
SNCA	7	0.10
PBLD	7	0.10
FCGBP	7	0.10
C5orf23	7	0.10
LIPG	7	0.10
LYVE1	7	0.10
211645_x_at	7	0.10
C20orf103	7	0.10
YPEL1	7	0.10
HSPA4L	7	0.10
NT5DC2	7	0.10
ADH1C	7	0.10
TYROBP	7	0.10
RCN3	7	0.10
SH3BGR	7	0.10
FGF12	7	0.10
AKR7A3	7	0.10
SLC47A1	7	0.10
GCNT3	7	0.10
C4orf31	7	0.10
PCOLCE	7	0.10
IFIT1	7	0.10
HGD	7	0.10
SLC44A4	7	0.10
SVIL	7	0.10
INSM1	7	0.10
CLPB	7	0.10
PTPRO	7	0.10
PGF	7	0.10
ABCB6	7	0.10
ELOVL4	7	0.10
CLDN7	7	0.10
FZD5	7	0.10
OR7E156P	7	0.10
CSF1R	7	0.10
EPS8L3	7	0.10
ABCC6	7	0.10
PHLDA1	7	0.10
ACSL6	7	0.10
TRPM3	7	0.10
PLEKHA4	7	0.10
CNTNAP2	7	0.10
SYNGR1	7	0.10
RAMP3	7	0.10
FOLH1	7	0.10
206519_x_at	7	0.10
GRHL2	7	0.10
206482_at	7	0.10
NPY1R	7	0.10
PLEK2	7	0.10
C17orf39	7	0.10
TM7SF2	7	0.10
ACSL5	7	0.10
CCNB1	7	0.10
FAM46C	7	0.10
C1orf14	7	0.10
PRRX1	7	0.10
HIST1H1C	7	0.10
FERMT1	7	0.10
JAG1	7	0.10
LRRC36	7	0.10
KIAA1128	7	0.10
TTC9	7	0.10
PPIF	7	0.10
PTGER3	7	0.10
FOXF1	7	0.10
EDN3	7	0.10
ELMO3	7	0.10
BMP1	7	0.10
PCYT2	7	0.10
TGFA	7	0.10
FNDC8	7	0.10
C5orf13	7	0.10
CILP	7	0.10
CFI	7	0.10
PIPOX	7	0.10
LDLR	7	0.10
FAM130A2	7	0.10
SLC22A18	7	0.10
COL13A1	7	0.10
CLIC4	7	0.10
FLRT3	7	0.10
CXCL2	7	0.10
HOXA10	7	0.10
GYS1	7	0.10
ECHDC3	7	0.10
PDLIM4	7	0.10
HOMER3	7	0.10
MAGEB2	7	0.10
TEKT2	7	0.10
RETSAT	7	0.10
FZD4	7	0.10
AQP7	7	0.10
EGR4	7	0.10
NR0B1	7	0.10
COLEC11	7	0.10
215607_x_at	7	0.10
RGS20	7	0.10
LOC553158	7	0.10
TNFSF12-TNFSF13	7	0.10
CD44	7	0.10
FAM5B	7	0.10
FSTL3	7	0.10
EDNRA	7	0.10
DAO	7	0.10
ZWILCH	7	0.10
EGR3	7	0.10
SCNN1B	7	0.10
214162_at	7	0.10
RNF141	7	0.10
NADK	7	0.10
ADAM2	7	0.10
CHKA	7	0.10
ZWINT	7	0.10
GCH1	7	0.10
RGPD6	7	0.10
CPOX	7	0.10
218653_at	7	0.10
KIAA1539	7	0.10
MELK	7	0.10
215290_at	7	0.10
SPAG5	7	0.10
SPAM1	7	0.10
SRPX2	7	0.10
B4GALT6	7	0.10
PLCB4	7	0.10
HPCAL1	7	0.10
FLJ21511	7	0.10
SLC20A2	7	0.10
C20orf111	7	0.10
PDK4	7	0.10
CNTN1	7	0.10
ANTXR1	7	0.10
214676_x_at	7	0.10
GNG13	7	0.10
NFIL3	7	0.10
DUSP14	7	0.10
216989_at	7	0.10
IQCG	7	0.10
CACNA1G	7	0.10
APC	7	0.10
CDC25C	7	0.10
RAB20	7	0.10
HEG1	7	0.10
ZHX2	7	0.10
TBL1X	7	0.10
209711_at	7	0.10
